,class,beta1,cn_ratio_log2,truth_log2FC_aware,truth_log2FC_naive,empirical_log2FC_naive,empirical_log2FC_aware,DE_truth
ZNF542P,DSG,0.10471217168755252,1.3923174227787602,0.15106773081434574,1.543385153593106,1.4131610736575224,0.16241383654173278,False
RFX7,NEUTRAL,-0.061909523034420225,0.13750352374993502,-0.08931656186555911,0.048186961884375906,-0.07797045613817259,-0.07797045613817259,False
GEMIN7-AS1,DIG,-1.2977202069205225,0.5109619192773794,-1.8722145069856373,-1.361252587708258,-1.5037210880797889,-1.8608684012582488,True
MIR6774,NEUTRAL,-0.02782835927319727,0.13750352374993502,-0.0401478359195181,0.09735568783041693,-0.028801730192130205,-0.028801730192130368,False
RMDN1,DCG,2.0794415416798357,-3.321928094887362,3.0,-0.3219280948873622,-0.4480855129099094,3.0113461057273883,True
LINC01954,DIG,1.3510614919462518,0.4329594072761063,1.9491697143669016,2.382129121643008,2.2276406805432307,1.960515820094284,True
ATP6V1D,NEUTRAL,0.022121307905199502,0.13750352374993502,0.031914301212809144,0.16941782496274416,0.043260406940198164,0.043260406940198164,False
ATP5F1AP2,NEUTRAL,-0.058737582917201325,0.13750352374993502,-0.08474041958845065,0.05276310416148437,-0.07339431386106288,-0.07339431386106271,False
DDX18,NEUTRAL,0.053850714470198284,0.13750352374993502,0.07769015871448261,0.2151936824644176,0.08903626444186911,0.08903626444186911,False
EIF3H,DCG,-0.7872573122208599,1.232660756790275,-1.135772220244609,0.09688853654566598,-0.032244773427861965,-1.1244261145172205,True
MIR6824,NEUTRAL,0.041929021747837546,0.13750352374993502,0.06049079174493073,0.19799431549486574,0.07183689747231921,0.0718368974723186,False
CARD8,DIG,-0.9556723755543313,0.53605290024021,-1.3787437969268088,-0.8426908966865988,-0.9767821418242261,-1.3673976911994215,True
HROB,NEUTRAL,0.021778485627951063,0.13750352374993502,0.03141971321351656,0.16892323696345157,0.042765818940905476,0.04276581894090485,False
SVBP,DIG,1.0733475837959896,0.4329594072761063,1.5485132362926253,1.9814726435687315,1.836592936866287,1.5598593420200118,True
ACAA2,NEUTRAL,-0.0050945867842537886,0.13750352374993502,-0.007349935089021393,0.13015358866091362,0.003996170638365247,0.003996170638365247,False
FBXO41,DIG,1.451558573034045,0.53605290024021,2.094156354876077,2.630209255116287,2.5107125995559674,2.1055024606034642,True
CLDN15,DSG,0.10984621624284062,1.3645724322958561,0.15847459143396286,1.523047023729819,1.3993637147565232,0.16982069716134904,False
RPLP2,NEUTRAL,0.016327170540495657,0.13750352374993502,0.023555127970521464,0.16105865172045647,0.03490123369790922,0.03490123369790953,False
CENPN,NEUTRAL,0.017288559373749488,0.13750352374993502,0.02494211887262279,0.1624456426225578,0.03628822460001144,0.036288224600011125,False
FLNC,DIG,-1.4073829545238834,0.5109619192773794,-2.030424409123264,-1.5194624898458846,-1.6281941239034678,-2.0190783033958786,True
UBL5P2,DIG,-1.205211849097752,0.4329594072761063,-1.7387531579139446,-1.3057937506378383,-1.4179597929301595,-1.7274070521865574,True
MGAT3,NEUTRAL,0.013667732522375249,0.13750352374993502,0.019718369930227575,0.1572218936801626,0.03106447565761491,0.03106447565761554,False
KLHDC8A,DCG,-0.932642805335431,1.2779847472997656,-1.3455191501781971,-0.06753440287843149,-0.19691917176962762,-1.3341730444508104,True
FAM182B,DCG,-1.0258935665765898,1.4195388915137848,-1.4800515609799378,-0.06051266946615308,-0.191576606762548,-1.46870545525255,True
SAMD12,DCG,-0.8727457050511207,1.2779847472997656,-1.2591059006343939,0.018878846665371762,-0.11900890252593624,-1.2477597949070047,True
DESI2,DCG,-0.8553179913482414,1.1699250014423124,-1.2339630245012172,-0.06403802305890482,-0.1778380395403502,-1.2226169187738307,True
CCDC170,DIG,-1.238266652315166,0.4854268271702419,-1.7864411585932682,-1.3010143314230262,-1.412794551470593,-1.775095052865882,True
CAPN13,DIG,1.5183180397614668,0.560714954474479,2.19046990645612,2.751184860930599,2.601307293256058,2.201816012183508,True
RPS10P7,DCG,-0.8387487128203333,1.0874628412503395,-1.2100586085378962,-0.12259576728755661,-0.24218489994448225,-1.198712502810509,True
C11orf96,DIG,0.5686628446193739,0.53605290024021,0.8204070658701819,1.3564599661103918,1.2302989571931602,0.8317531715975679,True
DCAF13P3,NEUTRAL,0.04644760854234895,0.13750352374993502,0.06700973450519869,0.20451325825513372,0.07835584023258621,0.0783558402325865,False
MAN1B1,NEUTRAL,0.04934489952793805,0.13750352374993502,0.07118964184212039,0.20869316559205542,0.08253574756950843,0.08253574756950872,False
CLU,NEUTRAL,0.04069170753274462,0.13750352374993502,0.05870572466279474,0.19620924841272974,0.07005183039018231,0.07005183039018231,False
RPL21P10,NEUTRAL,-0.059717042203502234,0.13750352374993502,-0.08615348064354961,0.05135004310638541,-0.07480737491616112,-0.07480737491616112,False
RECK,DIG,0.5758578366592084,0.405992359675837,0.8307872452052868,1.2367796048811237,1.1376732631330497,0.842133350932674,True
MIA2,DIG,-0.667878287885198,0.4854268271702419,-0.9635446938493867,-0.4781178666791448,-0.6083425026429063,-0.9521985881220008,True
LINC02577,DIG,-1.5943023345728335,0.5109619192773794,-2.300092071765924,-1.7891301524885446,-1.8968200977099001,-2.2887459660385288,True
METTL15P1,DSG,-0.044444651924858775,1.1699250014423124,-0.06412007892602987,1.1058049225162825,0.977725827928438,-0.05277397319864373,False
LRBA,NEUTRAL,0.02309093167095907,0.13750352374993502,0.03331317261119856,0.17081669636113359,0.044659278338586246,0.044659278338585934,False
PSORS1C1,DSG,-0.0041626975471599215,-0.7369655941662062,-0.0060055031080082704,-0.7429710972742145,-0.8691285152967632,0.005340602619377783,False
PARK7,NEUTRAL,0.0006306915902694896,0.13750352374993502,0.0009098956296121667,0.13841341937954718,0.01225600135699934,0.01225600135699934,False
NHSL1,DIG,1.2317212999890577,0.6553518286125543,1.7769982112515208,2.432350039864075,2.2954437750526715,1.7883443169789073,True
LINC00525,DSG,-0.07193097366449881,1.3645724322958561,-0.10377445899208707,1.260797973303769,1.1419886662945473,-0.092428353264698,False
RPA3,DSG,0.04494288145571734,1.4594316186372973,0.06483887219942397,1.5242704908367213,1.3975817356336377,0.07618497792681224,False
