,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,padj_stageR,DE_confirmed
SYCP2L,15927.201876012497,1.1549669069487298,0.3900990047128245,3.3233853961719966,0.0008893195608464237,0.0027817023755879675,0.0016889285455130596,1.0
RNA5SP187,275.13244414995137,-0.006153115630391338,0.5072420508923806,-0.021672544643570137,0.9827091648280625,0.9886364162844486,,0.0
PRR13,376604.78984531655,-0.8608979579691659,0.1654955371738343,-5.335429197834741,9.531881825296685e-08,4.5865123983285445e-07,1.8102230082377297e-07,1.0
SLC44A3,48365.87966399566,-0.21011085938385557,0.2889771083358899,-0.8186510748294058,0.4129855178266407,0.5964449268293762,,0.0
CCDC92,245164.41365547403,-1.5439868049620482,0.19108152729627786,-8.327266985681822,8.273002534081056e-17,8.440492769433618e-16,1.5711461607358352e-16,1.0
DONSON,121596.54209869922,-2.068469105900991,0.13835296970772168,-15.06642611497186,2.692913715956506e-51,1.2674477857459443e-49,5.1141783513159536e-51,1.0
PLLP,372673.35803594964,-0.037373113092280474,0.12261130070086607,-0.3842422948611298,0.7007988731110418,0.829880270104673,,0.0
B3GNTL1,85797.27955637783,-0.4639745532429491,0.2165133425536736,-2.3151417536844505,0.02060517563303874,0.051735893927141556,0.03913179338912458,1.0
ARAP1-AS2,22854.16091843829,1.0018553464923636,0.19543387357035835,5.300944775381613,1.152049361502188e-07,5.510617703292825e-07,2.1878851406678402e-07,1.0
SHROOM3,712189.1594548424,1.2546092386876522,0.4277586659698967,3.3661637141364356,0.0007622145635889807,0.002422094559073519,0.001447540334124638,1.0
TSPO2,821.5590192284141,1.1390850401449222,0.4533943133851554,2.9377430916978984,0.0033061086627847267,0.009645717028440352,0.00627871188375828,1.0
ZNF793,108722.98263213174,1.6307851072566215,0.21890443380480396,7.613737767895674,2.6628078433710918e-14,2.2516522594200638e-13,5.057003551799915e-14,1.0
DM1-AS,34422.28718504048,-0.6059951848875355,0.17326916686086524,-3.6376603443589786,0.0002751259134820011,0.0009205923422949051,0.0005224983564376489,1.0
LINC00485,63.63276072426912,0.051599745274107094,0.6898262264667686,-0.3148285533378494,0.7528918309032296,0.86234635332581,1.0,0.0
CLEC2B,175821.05893823146,0.4901997417591501,0.2803822056659472,1.852083749886969,0.06401379759463369,0.13939975390642842,,0.0
PSMC1P9,10458.874654220692,-0.9564080695907936,0.3236381111298037,-3.271022838482656,0.001071592560336385,0.003330950332410109,0.002035087660265788,1.0
TAFA1,585.6715142918135,0.3576106545492394,0.47778662574150643,0.973022557046717,0.33054209126419865,0.5122940333386415,,0.0
DIPK1A,82722.21822038588,-0.12931893480611073,0.17570904696659143,-0.7832590725045747,0.4334749918968521,0.6121162566015838,,0.0
AS3MT,55859.411748301194,-0.27171914902957206,0.3018077171262206,-1.0075830157377534,0.3136546859370586,0.4917734846448728,,0.0
MRPL39,80454.9028526522,-0.6803149130540816,0.15732449491069878,-4.500199149563969,6.788982791163892e-06,2.71396114944845e-05,1.2893123389842657e-05,1.0
CCDC25,207597.79520594847,0.16911472390720048,0.1096462092850829,1.5599645628682286,0.11876825573233216,0.2340184944109815,,0.0
KRT23,197741.55267838962,-0.2595660892093009,0.5644054202061849,-0.6723589542737972,0.5013552066436393,0.6757988614567217,,0.0
AICDA,1339.7850714630804,0.329480262446352,0.5935239646528321,0.826620380070675,0.408452262307052,0.5926609809266823,,0.0
IRF1,331790.2763051103,-0.5346840350163232,0.2503463203410137,-2.2472341279048345,0.02462506817710237,0.06081904214631868,0.046766069712814516,1.0
FHL2,436888.48572112934,0.314359414094345,0.2775001131392301,1.2443436512359556,0.21337311201786746,0.37117100971308953,,0.0
RPS24P16,233.50518125387606,1.077309310328938,0.6653674422557362,2.237013637835068,0.02528544871176182,0.06217304269244935,0.04802021455004938,1.0
UACA,565697.2513314775,0.17597203747737036,0.18274309437306618,0.9698510148416226,0.33212075993563817,0.5140454329651624,,0.0
TBC1D15,534190.664242517,1.1208515103545178,0.1519581129400138,7.41990232358965,1.1720673970976446e-13,9.523524827557247e-13,2.2259018820404068e-13,1.0
RPS2P7,94526.31126022761,-0.07721055318789431,0.26466421456165434,-0.3370539464551353,0.7360762335062054,0.8527093196413984,1.0,0.0
MUC5B,580688.0286201092,0.30335225602001276,0.6412147097825263,0.6638674783459383,0.5067751327262209,0.6803824373442185,,0.0
SNORD64,183.71636459081623,-0.2721330252985587,0.5309566841237204,-0.7193425832948861,0.4719298644647588,0.649505681052326,,0.0
ENTHD1,1456.1603870167846,-0.3663232756657971,0.6099646973169682,-0.9193551425509892,0.35790984402182247,0.5422760178756241,,0.0
GGA1,354511.35630003316,0.19694748712410978,0.12251884314721402,1.571420067895044,0.1160851076227774,0.2298892960540425,,0.0
LMO1,1711.7522151046935,-0.2390734524817078,0.5627442599843255,0.8947948695750746,0.37089675337917083,0.5551766884514502,0.7043791026298756,0.0
