,class,beta1,cn_ratio_log2,truth_log2FC_aware,truth_log2FC_naive,empirical_log2FC_naive,empirical_log2FC_aware,DE_truth
MIA3,DCG,-0.8871326001376191,1.3575520046180838,-1.2798618028294748,0.07769020178860897,-0.03536360828918916,-1.2534994289187786,True
CTNNB1,NEUTRAL,0.0334402317466335,0.13750352374993502,0.04824405650704583,0.18574758025698085,0.07460643041774226,0.07460643041774195,False
DDX10,NEUTRAL,0.03004853186368473,0.13750352374993502,0.04335086790573196,0.18085439165566697,0.06971324181642861,0.06971324181642892,False
RNU6-322P,DIG,-0.5663237812400723,0.405992359675837,-0.8170325107325386,-0.41104015105670155,-0.5181640462681887,-0.7906701368218392,True
RN7SL130P,NEUTRAL,0.03883587396670921,0.13750352374993502,0.05602832278036018,0.1935318465302952,0.08239069669105738,0.08239069669105767,False
CSNK1D,DCG,0.7430783591609511,-0.7369655941662062,1.0720354637534122,0.33506986958720597,0.22392871974796627,1.098397837664108,True
SIRPB3P,DSG,-0.0325432444804137,1.3001237245690138,-0.046949977426329975,1.2531737471426838,1.1416291949157549,-0.02058760351563307,False
HAT1,NEUTRAL,-0.06376458954428973,0.13750352374993502,-0.09199285711986704,0.045510666630067975,-0.06563048320917035,-0.06563048320916985,False
LRRC18,DIG,-0.9100825337499034,0.523561956057013,-1.3129715582406485,-0.7894096021836355,-0.8888394597023446,-1.2866091843299479,True
PCDH7,NEUTRAL,-0.07493133383984928,0.13750352374993502,-0.10810306373794593,0.029400460011989094,-0.08174068982724925,-0.08174068982724891,False
RDH10,DCG,-0.8629745687920722,1.2705289423807182,-1.2450091308096143,0.025519811571103945,-0.09613854328498414,-1.2186467568989185,True
TLE6,NEUTRAL,0.006002344079041843,0.13750352374993502,0.0086595520365429,0.14616307578647791,0.035021925947239164,0.035021925947239164,False
KLK10,DIG,-1.3169896455644063,0.5109619192773794,-1.9000144305578828,-1.3890525112805032,-1.4948678920690943,-1.8736520566471875,True
LINC00412,NEUTRAL,0.015005807582806797,0.13750352374993502,0.02164880418424937,0.15915232793418438,0.048011178094946996,0.048011178094946684,False
DAZAP1,NEUTRAL,-0.04461619706594162,0.13750352374993502,-0.0643675662503587,0.07313595749957633,-0.03800519233966197,-0.038005192339661806,False
RNA5SP527,NEUTRAL,0.03437594242688081,0.13750352374993502,0.049594001665145465,0.18709752541508048,0.07595637557584234,0.07595637557584234,False
CBX7,NEUTRAL,-0.07928374752194012,0.13750352374993502,-0.11438226937299566,0.023121254376939362,-0.08801989546229813,-0.08801989546229796,False
TET2-AS1,NEUTRAL,-0.05290838908902615,0.13750352374993502,-0.07633067056016177,0.06117285318977325,-0.04996829664946506,-0.049968296649464394,False
RERG-AS1,DIG,-1.067901459862797,0.560714954474479,-1.5406561403021415,-0.9799411858276624,-1.0932267770701347,-1.514293766391428,True
CYB5R4,DIG,-1.6149679580437473,0.4724877714627438,-2.32990626426429,-1.857418492801546,-1.9733741363426203,-2.3035438903535943,True
RASL12,NEUTRAL,0.02756260572758351,0.13750352374993502,0.039764434597162474,0.1772679583470975,0.06612680850785904,0.06612680850785904,False
GCA,NEUTRAL,0.015960658963129593,0.13750352374993502,0.02302636353542705,0.16052988728536208,0.04938873744612307,0.04938873744612369,False
SLC25A38P1,DCG,2.0794415416798357,-3.321928094887362,3.0,-0.3219280948873622,-0.4330692447265998,3.026362373910697,True
PRKRA,NEUTRAL,0.023077426240404764,0.13750352374993502,0.03329368839351279,0.1707972121434478,0.05965606230421124,0.05965606230421094,False
SMG7,DCG,-0.9364654935278957,1.399171093819823,-1.3510341234763308,0.04813697034349218,-0.06450947901445923,-1.3246717495656348,True
MDM2,DSG,-0.08674691376485762,1.20945336562895,-0.12514934230098265,1.0843040233279673,0.9807894664422266,-0.09878696839028583,False
TOMM34,DCG,0.8513997503305687,-0.7369655941662062,1.2283101976160131,0.4913446034498069,0.38020345361056723,1.2546725715267082,True
MAP4K2,DIG,0.9214882128115236,0.45943161863729726,1.3294264748608189,1.7888580934981162,1.6807868839441418,1.355788848771514,True
TNPO3,DIG,1.54365074559124,0.5728896684205812,2.227017275529033,2.799906943949614,2.691362621628901,2.253379649439728,True
MIR181A1HG,DCG,0.8917367492620959,-0.7369655941662062,1.2865041859388708,0.5495385917726646,0.4383974419334263,1.3128665598495664,True
MALLP2,DIG,-0.7198199901074859,0.4462562298895641,-1.0384807300608125,-0.5922245001712485,-0.6974403150636949,-1.0121183561501128,True
WDPCP,DIG,1.315772197349294,0.608809242675524,1.898258024055401,2.507067266730925,2.382191216225129,1.9246203979660956,True
KISS1,DCG,-0.86975936956282,1.3219280948873624,-1.2547975292349915,0.06713056565237085,-0.04469156595717551,-1.2284351553242916,True
RANBP3L,DCG,-0.9299709799863466,1.2854022188622483,-1.3416645209969518,-0.05626230213470351,-0.17036441971014815,-1.3153021470862563,True
ANKRD33B,DCG,0.8391804053613457,-0.7369655941662062,1.2106814092260036,0.47371581505979743,0.36257466522055803,1.237043783136699,True
AOX3P-AOX2P,NEUTRAL,-0.029512075119140568,0.13750352374993502,-0.042576924420726664,0.09492659932920836,-0.016214550510029496,-0.016214550510029818,False
LYG2,DIG,1.7224781923727002,0.5728896684205812,2.4850107461754805,3.0579004145960615,2.9505497278870436,2.5113731200861737,True
MAL,DIG,-1.3603365721048237,0.5109619192773794,-1.9625508265155212,-1.4515889072381416,-1.5688699293048034,-1.9361884526048254,True
ABCB9,DIG,1.0905352982570273,0.35049724708413343,1.57330986670978,1.9238071137939134,1.813893248934305,1.5996722406204757,True
ZNF485,DIG,-1.2746320003569138,0.5484366246960424,-1.8389052658732992,-1.2904686411772568,-1.4020790381313124,-1.8125428919626023,True
CIBAR1P1,NEUTRAL,0.018243736209383712,0.13750352374993502,0.0263201477565643,0.16382367150649932,0.05268252166726061,0.05268252166726061,False
NMUR2,DIG,-0.7136934853021372,0.3923174227787603,-1.0296420519601537,-0.6373246291813934,-0.7537163625277382,-1.0032796780494522,True
ZNF829,DSG,-0.018864897792015663,1.1779177921958432,-0.027216294491418155,1.1507014977044252,1.0419047948579019,-0.0008539205807218866,False
CCDC167,DSG,-0.052384144723271076,1.2479275134435854,-0.07557434581347294,1.1723531676301124,1.0627498272292737,-0.049211971902777055,False
SENP7,DIG,1.4071738559774571,0.5109619192773794,2.030122743687278,2.5410846629646575,2.4331352632418533,2.056485117597975,True
POLR3H,NEUTRAL,0.019603780126449203,0.13750352374993502,0.02828227637110588,0.1657858001210409,0.05464465028180261,0.0546446502818023,False
KRT39,DIG,1.2249944190464892,0.608809242675524,1.767293373475027,2.376102616150551,2.2718576427569572,1.7936557473857215,True
CHRDL2,DIG,1.37474581621065,0.49825086752782544,1.9833389715299552,2.4815898390577806,2.360849730349681,2.009701345440651,True
AADAT,NEUTRAL,-0.06471172076609745,0.13750352374993502,-0.09335927863664015,0.04414424511329487,-0.06699690472594434,-0.06699690472594451,False
THUMPD2,DIG,1.1494651698898943,0.6438561897747247,1.6583277002747403,2.302183890049465,2.1793412333759328,1.6846900741854343,True
ASNS,DSG,-0.10374132249559986,1.2249663650002742,-0.1496670914996646,1.0752992735006097,0.9611230366830036,-0.12330471758896774,False
OTUD6B,DCG,-0.9624430233029226,1.4329594072761063,-1.3885117768573076,0.04444763041879862,-0.0681895795137786,-1.3621494029466112,True
LRPPRC,DIG,0.5641481333750161,0.4854268271702419,0.8138937143469013,1.2993205415171432,1.1974511663186438,0.8402560882575959,True
F13A1,DIG,0.8762986782839669,0.4329594072761063,1.2642317574978323,1.6971911647739386,1.5904850651505837,1.2905941314085276,True
SNORA16B,DCG,-1.0969931863479945,1.3645724322958561,-1.5826266298332343,-0.2180541975373782,-0.3334628831561039,-1.5562642559225324,True
CCNYL2,DIG,1.7303160482388709,0.5849625007211562,2.4963183819648074,3.0812808826859635,2.978597056866676,2.522680755875504,True
HCK,DCG,-0.9322153467178732,1.3146965256562866,-1.3449024577504614,-0.03020593209417477,-0.13534758836035687,-1.3185400838397652,True
CPSF6,DSG,0.11557150253530422,1.3001237245690138,0.16673443357576967,1.4668581581447835,1.3597551364308194,0.19309680748646707,False
