"","sample1","sample2","sample3","sample4","sample5","sample6","sample7","sample8","sample9","sample10","sample11","sample12","sample13","sample14","sample15","sample16","sample17","sample18","sample19","sample20","sample21","sample22","sample23","sample24","sample25","sample26","sample27","sample28","sample29","sample30","sample31","sample32","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50"
"ABL2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3.5,2.5,1,1.5,3,1,3,3.5,3,2,3.5,5,1,1,2.5,3.5,3,2.5,1,3.5,2,3.5,1.5
"ABLIM1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"ABLIM2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,3,1.5,1.5,1,1,1,1.5,1.5,2,2,0.5,1.5,1,1,1
"ABLIM3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1.5,1,1,2,1.5,1,1.5,2.5,1,2.5,1,2,1,2,3.5,1.5,1.5,1,2.5,1.5,3,1
"ABO",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1.5,1.5,2.5,1.5,1,1,1,1.5,3,2.5,2.5,1,1.5,1,1.5,1
"ABR",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,2,0.5,1,1.5,0.5,1,1,1,0.5,1.5,1
"ABRACL",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,1,1,0.5,1,3,1,1,1.5,2,0.5,1,2,1.5,1,0.5,1,1,1.5,1
"ABRAXAS1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.5,1,2,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"ABRAXAS2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1.5,2,1,1,1,2,1,1.5,1
"ABT1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,1,1,2,1,1,2,2.5,2.5,2,1.5,2,1,2,3,1.5,2,1,1.5,1,1.5,1
"ABTB1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2.5,1,1,1.5,1,1,5.5,2.5,2,2.5,1.5,2,1,2,3.5,2,1.5,1,2,1,2,1
"ABTB2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7.5,1.5,2,1.5,1,1,1,1.5,1,2,3,2.5,1.5,1.5,2,1,2,2.5,2,2,1,1.5,1,1.5,1
"AC000068.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1.5,3,1,1,1,1,1,1,1
"AC000078.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1.5,3,1,1,1,1,1,1,1
"AC000085.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1.5,3,1,1,1,1,1,1,1
"AC000089.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1.5,3,1,1,1,1,1,1,1
"AC000093.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1.5,3,1,1,1,1,1,1,1
"AC000120.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC000123.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC000123.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC000123.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC000403.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2.5,3,1.5,1,1,2.5,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"AC001226.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,0.5,1,1,0.5,2.5,3,1.5,1,1,2.5,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"AC002064.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC002066.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,1,1
"AC002070.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1,1.5,2,1,2,1,3,2.5,2.5,2,1,2.5,1,2,1
"AC002091.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,1,1.5,1.5,1,1,1,0.5,1.5,1
"AC002128.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1.5,2,2.5,1.5,1.5,1,2,1,1.5,1
"AC002310.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,2,3,2,2,1,2.5,1,4,1
"AC002310.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,2,3,2,2,1,2.5,1,4,1
"AC002350.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,3.5,1.5,2,1,2,1,3,2.5,2.5,1.5,1,2.5,1,2,1
"AC002401.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,7.5,3,7.5,3,1,2,2,2,6.5,1,2,1,1.5,1.5,1.5,1
"AC002401.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,7.5,3,7.5,3,1,2,2,2,6.5,1,2,1,1.5,1.5,1.5,1
"AC002451.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC002456.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC002460.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1.5,1,1,1,1,1,1.5,1.5,1,1,1,1,1.5,2,1.5,1,1.5,1,2,1
"AC002467.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC002470.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,1,3,1.5,2,1,1,1.5,1,3,1,1,1,1,1,1,1
"AC002480.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2.5,2,2.5,1,2,1.5,2,1
"AC002480.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2.5,2,2.5,1,2,1.5,2,1
"AC002525.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,2,5,1,0.5,1,1,0.5,2,3,2.5,1,1,1,1,1.5,1.5,2,1,1,2,0.5,1.5,1
"AC002546.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,4,3,3,3,1,2,2,2,4,2.5,4,1,1.5,1.5,1.5,1
"AC002550.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2,1.5,1,2,1.5,1.5,4,2,2,1,2.5,1,4,1
"AC002553.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,2,2,1,1,1,1,1,1.5,1
"AC002553.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,2,2,1,1,1,1,1,1.5,1
"AC003072.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,2,3,1.5,2,1,1,0.5,2,3,1,1,1,1,1,1,1
"AC003086.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC003102.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,1,1.5,1.5,3,1,2,2,2,3,1,2,1,1.5,1.5,1.5,1
"AC003681.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,2,3,1.5,2,1,1,0.5,2,3,1,1,1,1,1,1,1
"AC003965.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"AC003986.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,3.5,2,2.5,1,2,1.5,2,1
"AC003991.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC004067.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.5,1,1,1,1.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"AC004069.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,0.5,1,1,1,1.5,1,1.5,1.5,1,1,1,1.5,1.5,2,1.5,1,1.5,1,2,1
"AC004076.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,3,3,1.5,2,1,2,1.5,2,3,2,1.5,1,2,1,1.5,1
"AC004112.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC004130.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,3,2,2.5,1,2,1.5,2,1
"AC004148.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,2,0.5,1,1.5,1.5,1,1,1,0.5,1.5,1
"AC004156.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1,1.5,1,2,1,1,1
"AC004160.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2,2,2.5,1,2,1.5,2,1
"AC004160.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1,2,1,1,2.5,1,1.5,2.5,2,1,1,2.5,2,2,2.5,1,2,1.5,2,1
"AC004231.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,1,1.5,1,3,1,2,2,2,3,1,2,1,1.5,1.5,1.5,1
"AC004232.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"AC004233.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3.5,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"AC004241.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,1.5,2.5,2,3,1,2.5,1,2,1
"AC004241.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,1.5,2.5,2,3,1,2.5,1,2,1
"AC004241.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,1.5,2.5,2,3,1,2.5,1,2,1
"AC004241.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,1.5,2.5,2,3,1,2.5,1,2,1
"AC004253.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,2,1.5,1,3,1,2,2,2,7.5,1,1.5,1,1.5,1,1.5,1
"AC004263.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1,1.5,2,1,2,1,3,2.5,2.5,2,1,2.5,1,2,1
"AC004264.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,2,3,1.5,2,1,1,0.5,2,3,1,1,1,1,1,1,1
"AC004381.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,1,1,3,1.5,1,1.5,1.5,2,1.5,1,2,1.5,1.5,4,2,2,1,2.5,1,4,1
"AC004453.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,2.5,1,1,2,1,1,1,3,1.5,2.5,2,1,1,2,2,2,1.5,1,2,1.5,2,1
"AC004477.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,0.5,1,1,1,4,3,7.5,3,1,2,2,2,3,7.5,2,1,1.5,1.5,1.5,1
"AC004490.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,0.5,1,2,1.5,1.5,1,2,1,1,1
"AC004492.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC004494.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,3,1.5,1,1.5,1.5,2.5,1.5,1,2,1.5,1.5,2.5,2,2,1,2.5,1,4,1
"AC004522.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC004540.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1.5,2,1,1,1,3,1.5,2.5,2,1,1,2.5,2,2,2,1,2,1.5,2,1
"AC004540.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2.5,2,2.5,1,1.5,2,1,1,1,3,1.5,2.5,2,1,1,2.5,2,2,2,1,2,1.5,2,1
"AC004554.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,2,1,0.5,1,1,1,1.5,2.5,2,2.5,2,2,1,1,2.5,1,1.5,1,2,1,1.5,1
"AC004584.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,4,3,7.5,3,1,2,2,2,3,6,2,1,1.5,2,1.5,1
"AC004585.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7.5,1,0.5,1,1,1,1,1.5,1,3,1,2,2,2,3,1,2,1,1.5,1.5,1.5,1
"AC004594.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC004637.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,1.5,1,1,2,1,1,1.5,3,1.5,2,1,1,1,1,6,1,1.5,1,2,1,1,1
"AC004687.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2.5,1,2,1,1,1,4,3,7.5,3,1,2,2,2,3,6,2,1,1.5,2,1.5,1
"AC004706.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,1,1.5,1.5,2.5,1,1,0.5,1.5,1
"AC004706.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,1,0.5,1,1.5,1.5,2.5,1,1,0.5,1.5,1
"AC004771.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,1,1.5,1,1.5,1,2,0.5,1,1.5,1.5,1,1,1,0.5,1.5,1
"AC004801.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,1.5,2.5,2,3,1,2.5,1,2,1
"AC004801.6",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,1,2,1,1.5,2.5,2,3,1,2.5,1,2,1
"AC004803.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,1.5,2.5,1.5,2,2,2,1,1.5,2,1.5,1.5,1,2.5,0.5,2,1
"AC004812.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1.5,1,1,2,1,1,2,1,1.5,2,1,2,1,3,2.5,2.5,2,1,2.5,1,2,1
"AC004816.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1.5,0.5,2,1
"AC004825.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1.5,0.5,2,1
"AC004830.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,1,1,1,2,1,1,1,3,1.5,2.5,2,1,1,2,2,2,1.5,1,2,1,2,1
"AC004832.5",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2,1,1,1,0.5,1,2,3,1.5,2,1,1,0.5,2,3,1,1,1,1,1,1,1
"AC004839.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1.5,1,1.5,2.5,2,2,1,1.5,2.5,2,2,1,2,0.5,2,1
"AC004846.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,2,2,1,1,2,1,1,2,1,1.5,1,1,1,1,1.5,1.5,1,1,1,1.5,0.5,2,1
"AC004847.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,2.5,1,1,2,1,1,1,3,1.5,2.5,2,1,1,2,3,2,1.5,1,2,1.5,2,1
"AC004854.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2.5,2,2.5,1,1,2,1,1,1,3,1.5,2.5,2,1,1,2,3,2,1.5,1,2,1.5,2,1
"AC004877.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2,2,2,1,1.5,2,2,2.5,1,2,0.5,1,1
"AC004877.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2,2,2,1,1.5,2,2,2.5,1,2,0.5,1,1
"AC004890.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2,2,2,1,1.5,2,2,2.5,1,2,0.5,1,1
"AC004890.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2,2,2,1,1.5,2,2,2.5,1,2,0.5,1,1
"AC004890.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,1,1,1.5,2,2,2,1,1.5,2,2,2.5,1,2,0.5,1,1
"AC004908.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,0.5,1.5,0.5,2.5,1.5,1,1,0,1.5,1.5,3,1,2,1,3,1
"AC004908.2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,0.5,1.5,0.5,2.5,1.5,1,1,0,1.5,1.5,3,1,2,1,3,1
"AC004908.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2,2.5,1,1,2,1,1,0.5,1.5,0.5,2.5,1.5,1,1,0,1.5,1.5,3,1,2,1,3,1
"AC004918.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,3,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC004918.3",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,3,1,1.5,2.5,2,2,1,1.5,2.5,2,2.5,1,2,0.5,2,1
"AC004921.1",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,2,1,1,1,2,1,1,2.5,3,1.5,2,2,3,1,2,2,2,2.5,1,2,0.5,2,1
"AC004923.4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,6.5,2,1.5,1,1,1,1.5,1,2,3,2.5,1.5,1.5,1,1,2,3.5,2,2,1,1.5,1,1.5,1
