"","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100"
"AC000089.1",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,2,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"AC000123.3",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,0.5,1.5,1.5,1,2,1,1,1,1,1,1,2,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC002070.1",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,1,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"AC002310.1",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,3,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1
"AC002310.5",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,3,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1
"AC002401.2",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1.5,1,2.5,1,2,1,2,2.5,1,1.5,1,1,2,2,1,1.5,2,1,1,1,2,1,1,1,1,1,1,2,1,1
"AC002401.3",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1.5,1,2.5,1,2,1,2,2.5,1,1.5,1,1,2,2,1,1.5,2,1,1,1,2,1,1,1,1,1,1,2,1,1
"AC002451.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1.5,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2.5,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC002456.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,0.5,1.5,2,1,2,1,1,2.5,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC002467.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1,1.5,1,1,2.5,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC002470.1",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,1.5,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"AC002553.1",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,1,0.5,0.5,1,0.5,1,2,1,1,0.5,1,2.5,0.5,0.5,0.5,1,2,1,1,1,2,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0,1,0.5
"AC002553.2",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,1,0.5,0.5,1,0.5,1,2,1,1,0.5,1,2.5,0.5,0.5,0.5,1,2,1,1,1,2,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0,1,0.5
"AC003102.1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1,1,2.5,1,1,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,2,1,1,1,1,1,1,2,1,1
"AC003681.1",1,1,1,3,1.5,1.5,2,1,1,2,1,1.5,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"AC004012.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1.5,1.5,0.5,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2.5,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC004148.1",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,1,2.5,0.5,0.5,1,1,2,1,1,1,2,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5
"AC004160.1",1,1,1,2.5,1.5,1.5,3,1,1.5,2,1,1,1.5,3,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,4,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004160.2",1,1,1,2.5,1.5,1.5,3,1,1.5,2,1,1,1.5,3,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,4,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004233.2",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"AC004241.1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,1,2,1,1.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"AC004241.2",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,1,2,1,1.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"AC004241.5",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,1.5,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,1,2,1,1.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"AC004263.2",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,1,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"AC004453.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004522.5",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1,1.5,1.5,1,3,1,2.5,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC004540.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004540.2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004687.1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,1,1.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"AC004803.1",1,1,1,3.5,1,1.5,1.5,1,1,2,1.5,1.5,1.5,1.5,1,2,1,1,1,1,1,1,1.5,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC004812.2",1,1,1,3.5,0.5,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,1,2,1,1,1,1,2,2,1,1.5,1,1,1.5,1,1,1,1.5,1,1,1,1,2,1,1
"AC004825.2",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,0.5,0.5,0.5,2,1,1
"AC004832.5",1,1,1,3,1.5,1.5,2,1,1,2,1,1,1.5,2,1,1,1,1,1.5,1,1,1,1.5,1,2,1,2,1.5,1,1,1,1,2,3,1,2,2,1,2.5,1,0.5,1,1,0.5,1,0.5,1,2,1,1
"AC004847.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004854.2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004862.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC004918.3",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,0.5,1.5,1.5,1,2,1,1,1.5,1.5,1,1,2,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC004921.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC004925.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,0.5,1.5,1.5,1,2,1,1,1,1,1,1,2,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC004943.2",0.5,1,1,2,1,2,2,1,1,1,0.5,0.5,1.5,1.5,1,1,0.5,0.5,1,1,1,1,1,1,2,1,2,2,0.5,1,0.5,1,2,1,1,2,1,1,1,0.5,0.5,1,1,1,1,0.5,1,1,1,1
"AC004951.2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC004980.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"AC004982.2",1,1,1,2.5,1.5,1.5,3,1,1.5,2,1,1,1.5,3,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,4,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC005052.2",0.5,1,0.5,2,1,1,1.5,1,1,1,0.5,1,1,2,0.5,1.5,0.5,0.5,1,1,0.5,0.5,1,1,2,1,1,2.5,1,1.5,0.5,1,2,1,1,1,1,0.5,1.5,0.5,1,1,0.5,0.5,1,0.5,1,1,0.5,1
"AC005076.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC005077.2",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"AC005077.4",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2.5,1,1,2.5,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1.5
"AC005083.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,4,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC005180.2",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1,1,2.5,1,2,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,2,1,1,1,1,1,1,2,1,1
"AC005224.2",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,1,2.5,0.5,0.5,0.5,1,2,1,1,1,2,0.5,1,1,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"AC005224.3",1,1,0.5,2,0.5,2,1,1,1,1,0.5,1,1,1,0.5,2.5,0.5,0.5,0.5,1,0.5,1,1,1,1,0.5,1,2.5,0.5,0.5,0.5,1,2,1,1,1,2,0.5,1,1,0.5,1,1,0.5,1,0.5,1,1,1,0.5
"AC005225.4",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,0.5,0.5,0.5,2,1,1.5
"AC005229.4",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,1.5,1,2,1,1,2,1.5,1,1,2,1,2.5,1.5,2,3.5,1.5,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC005261.1",1,1,1,3,1,2.5,2,1,1,3,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1.5,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"AC005280.1",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,0.5,0.5,0.5,2,1,1.5
"AC005330.1",0.5,1,1,3,1,1,1,1,1,1,0.5,1,2,1,1,1.5,1,1.5,1,1.5,1,1,1,1,1,1,2,2.5,1.5,1,1,1,3,1.5,1,1.5,2,1,2,1,1.5,1,1,1,1.5,1,1,2,1,1
"AC005332.3",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"AC005332.4",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"AC005332.5",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"AC005332.6",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,2,2.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"AC005336.1",0.5,1,1,3,1,4,2,1,1,1.5,0.5,1,2,2,1,4.5,1,1,1,1.5,1,1,1,1,1,0.5,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,1.5,1,1,1,1,1,1,1,1,2,1,1
"AC005400.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC005476.2",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,0.5,0.5,0.5,2,1,1
"AC005520.2",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,2.5,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,1,0.5,0.5,0.5,2,1,1.5
"AC005538.3",1,1,1,2,1,2,1.5,1.5,1,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,2,0.5,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"AC005550.2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,4,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC005586.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,1.5,1,2,1,1,2,1.5,1,1,2,1,2.5,1.5,2,3.5,1.5,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC005632.3",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,3,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"AC005670.3",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1.5,1,2.5,1,2,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,2,1,1,1,1,1,1,2,1,1
"AC005674.1",1,1,1,2.5,1,1.5,2,1,1,1,1,1,1.5,2.5,1,2.5,1.5,1,1,1,0.5,1,2,1,2,1,2,2,1,1,1,1,4.5,1.5,1,2.5,2,1,2,1,0.5,1,1,1,1,1,1,2,1,1
"AC005682.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC005831.1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,1,1,1.5,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC005839.1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1.5,1,2.5,1,2,1,1.5,2.5,1,1.5,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1.5,1,1,1,2,1,1
"AC005840.2",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,1,1,1.5,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC005912.1",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,1,1,1.5,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC005920.1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1.5,1,2.5,1,2,1,1.5,2.5,1,1.5,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1.5,1,1,1,2,1,1
"AC006001.2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC006001.3",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3,1,3,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC006008.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,1.5,1,2,1,1,2,1.5,1,1,2,1,2.5,1.5,2,3.5,1.5,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC006033.2",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,2.5,1,1,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC006037.2",1,1,1,2,1,2,1.5,1.5,1,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,2,0.5,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"AC006128.1",0.5,1,1,3,1,4,2,1,1,1.5,0.5,1,2,2,1,4.5,1,1,1,1.5,1,1,1,1,7.5,0.5,2,2.5,1,1,1,1,3,1.5,1,1.5,2,1,2.5,1,1,1,1,1,1,1,1,2,1,1
"AC006205.2",1,1,1,3.5,1,1.5,1.5,1,1,2,1.5,1.5,1.5,1.5,1,2,1,1,1,1,1,1,1.5,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC006213.1",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"AC006254.1",1,1,1,1.5,1,2,2,1,1,2,1,1.5,2,1,1,1.5,1,0.5,1,1,1,1,2,1,2,1,2.5,1.5,1,1,1.5,1,2,2.5,1,2,2,1,1.5,1,1,1,1,1.5,1,1,1,2,1,1
"AC006329.1",1,1,1,2.5,1.5,1.5,1,1,1.5,2,1,1,1.5,2,1,2,1,1,1,1.5,1,1,3,1,2.5,1,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1.5,1
"AC006369.1",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,3,1,2,1,1.5,2.5,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"AC006449.6",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1,2.5,1,1.5,1,1,1,1,2.5,1,2,1,2,2.5,1,1,1,1,2,2,1,1.5,2,1,1,1,0.5,1,1,1,1,1,1,2,1,0.5
"AC006460.2",1,1,1,2,1,2,3.5,1.5,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,2,1,2,1,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"AC006504.5",1,1,1,3,1,1.5,2,1,1,1,1,1,2,2,1,3,1,1,1,1.5,1,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC006511.3",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1.5,1.5,1.5,1,2,1,1,1,1,0.5,1,1.5,1,1.5,1,2,2,0.5,1,0.5,1,2,1,1,1.5,2,0.5,1.5,1,1,1,0.5,1,1,1,1,2,1,1
"AC006978.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1.5,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC006994.1",1,1,1,2,1,2,1.5,1.5,1,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,2,1,2,0.5,2.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,0.5,1,2,1,1
"AC007066.2",1,1,1,1.5,1,1.5,2,1,1,1.5,1,1,1.5,1.5,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,2,1,0.5,0.5,1,2,1.5,1,1.5,2,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1
"AC007098.1",1,1,1,2.5,1,2,3,1,1,2,1,0.5,1.5,1.5,1,2.5,1,0.5,0.5,1,1,1,3.5,1,2,1,1.5,2.5,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"AC007114.1",1.5,1,1.5,2,1,2,2,1,1,2,1,1,2,1.5,1.5,2.5,1,1.5,1.5,1,1.5,1,2.5,1,2,1,1.5,2.5,1,2,1,1,2,2,1,1.5,2,1,1,1,1.5,1,1,1,1,1,1,2,1,1
"AC007130.1",1,1,1,2.5,1.5,1.5,2,1,1.5,2,1,1,1.5,2,1,2.5,1,1,1,1.5,1,1,3.5,1,1,1.5,2,3.5,1,2,1.5,1,4.5,2,1.5,2,3,1,2,1,1,1,1,1,1,1.5,1,2,1,1
"AC007182.1",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,0.5,1,1,1,1,1,1,2,1,2.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,0.5,0.5,2,1,1
"AC007191.1",1,1,1,3,1,1.5,2,1,1,2,1,1,2,2,1,3,1,1,1,1.5,0.5,1,1.5,1,2,1,2,2.5,1,1,1,1,3,1.5,1,2.5,2,1,2,1,1,1,1,1,1,1,1,2,1,1
"AC007221.1",1,1,1,2,1,2,2,1,1,2,0.5,1,1.5,1.5,1,2.5,0.5,1,1,1,1,1,2.5,1,2,1,2,2,0.5,1,0.5,1,2,2,1,2,1,1,2,0.5,0.5,1,1,1,1,0.5,1,2,1,1.5
"AC007240.3",1,1,1,2.5,1,2,3,1,1,2,1,1,1.5,1.5,1,2.5,1,1,1,1,1,1,3,1,2,1,1.5,2.5,1,1,1,1,2,2,1,3,2,1,2,1,1,1,1,1.5,1,0.5,1,2,1,1
"AC007262.2",1,1,1,1,1,1.5,1,1,1,1.5,0.5,1,2,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1.5,1.5,1,1,1,1,2,1,1,1.5,2,1.5,1,1,1,1,0.5,0.5,0.5,1.5,0.5,2,1,1
"AC007298.2",1,1,1,3.5,1,1.5,1.5,1,1,2,1,1,2,1.5,1,2,1,1,1,1,1,1,2,1,1.5,1,2,2,1,1,1,1,2,2,1,1.5,2,1,1.5,1,1,1,1.5,1.5,1,1,1,2,1,1
