,status,gene,N,n_aneup,cna,mean_b_scaling,sd_b_scaling,mean_b_deviation,sd_b_deviation,z_comp,p_value,mean_phi,Rhat_b_deviation,ess_b_deviation,covar_levels,reason
630,ok,REM1,45.0,28.0,all,0.27068110524399996,0.10363763230169085,-0.20161355865971023,0.14903611385503682,-1.352783251285081,0.17612488497171297,3.2403292920999998,1.00174,1558.08,['ALL'],
631,ok,TPX2,45.0,28.0,all,0.5215603915207501,0.18414211670190891,0.0514369285924125,0.18913192934761772,0.271963220434733,0.7856502996053698,1.52552407098,1.00077,1921.93,['ALL'],
632,ok,FER1L4,45.0,28.0,all,0.23052862875225003,0.11596049443420336,0.013270392044821897,0.15965998944035698,0.08311657849494736,0.9337588437256639,1.1350904227350003,0.99999,2200.89,['ALL'],
633,ok,PDRG1,45.0,28.0,all,0.6952085948775,0.10925239479416574,-0.1558619920990545,0.1550770145981652,-1.0050618558973639,0.3148670658257644,8.632373321325,1.0016,1521.74,['ALL'],
634,ok,EPB41L1,45.0,28.0,all,0.74889547078,0.12187860048551087,-0.3310451662158517,0.16477872573069263,-2.009028560864695,0.04453410490417631,5.517665195449999,1.00197,1536.01,['ALL'],
635,ok,TESC,45.0,29.0,all,1.12256685362,0.34732522616724454,-0.06708006550486326,0.18087486409231912,-0.37086449707365293,0.7107384596219863,0.5470914524375,1.00116,2696.88,['ALL'],
636,ok,P2RX7,45.0,30.0,all,0.1290601405035,0.07097668213186155,-0.06864767056554001,0.13986340881795203,-0.49081937259868075,0.6235542069555113,2.1287743619175,1.00242,2074.45,['ALL'],
637,ok,PEBP1,45.0,29.0,all,0.8876157782175,0.1256568215767442,-0.3849275348469025,0.14879130365873217,-2.5870297885807396,0.009680722265732022,5.114549307375,1.00397,1836.78,['ALL'],
638,ok,NOS1,45.0,29.0,all,0.8283029210580001,0.2653364689562799,0.05019087099526175,0.1831870418821418,0.27398701610976045,0.7840945996489874,0.4540707757825,1.00116,2997.57,['ALL'],
639,ok,FUS,45.0,25.0,all,0.7702522775225,0.09931599238869573,-0.2902775032346175,0.15216523108899518,-1.907646715068872,0.056436892988808385,8.457874595475,1.00276,1478.24,['ALL'],
640,ok,FXYD5,45.0,32.0,all,0.30733650535650003,0.1284915879468061,-0.15801914814027826,0.15424266870577838,-1.0244840125380845,0.3056067183691855,2.869004267875,1.00051,1768.33,['ALL'],
641,ok,ZNF302,45.0,32.0,all,0.68001680331,0.11203850555590814,-0.120622506634603,0.15375168175548404,-0.7845280471561451,0.43273033128701943,5.7247700046,0.999877,1837.17,['ALL'],
642,ok,GRAMD1A,45.0,32.0,all,0.7239209380025,0.1205863466410352,-0.15392896734034298,0.14408318831786818,-1.0683339891171315,0.2853698817666619,5.835774620925,1.00099,1577.32,['ALL'],
643,ok,FXYD3,45.0,32.0,all,0.7786229437450001,0.2261079356900249,-0.09960239259626875,0.19406714141875042,-0.5132367688219338,0.6077857087033864,0.860642038105,1.00175,2458.36,['ALL'],
644,ok,CDIP1,45.0,24.0,all,0.6302021370224999,0.1450695784756867,-0.019648277582020875,0.1776198068649554,-0.11061985669739799,0.9119178007572155,3.97956882885,1.00105,2258.12,['ALL'],
645,ok,GANAB,45.0,23.0,all,0.6238639892175,0.1041732771081335,-0.16507071158162423,0.1600952888324077,-1.0310778835873486,0.30250429822215796,8.30962935935,1.00051,1709.66,['ALL'],
646,ok,BIRC5,45.0,31.0,all,0.518701188941,0.1868908264126889,0.085704799983535,0.18717938797365768,0.4578752014917182,0.6470421040462497,1.4841521317425,1.00131,1944.87,['ALL'],
647,ok,LTBP4,45.0,33.0,all,0.7199413561275001,0.18030437547648442,-0.26755174196017756,0.1782708809396779,-1.5008157280083778,0.1334032295215728,2.464341998575,1.00057,2240.0,['ALL'],
648,ok,BLVRB,45.0,33.0,all,0.757731691495,0.17136908361510025,-0.112209279256905,0.1745817072626538,-0.6427321683141118,0.5203979040159938,2.3455804284975,1.00297,1636.67,['ALL'],
649,ok,RGS1,45.0,32.0,all,0.15353121583749998,0.07641555202506989,-0.242374385922775,0.10771556316874764,-2.2501333957013276,0.02444047871452848,1.7427924149599998,1.0034,967.142,['ALL'],
650,ok,YPEL3,45.0,24.0,all,0.84478500508,0.12641428460767812,-0.16988280367588748,0.17237418740750726,-0.9855466542346626,0.32435562668280205,4.852302433949999,1.00076,2165.51,['ALL'],
651,ok,MRPS33,45.0,30.0,all,0.73997956722,0.12335979606078624,-0.223796160537225,0.1481532241134881,-1.5105723272400269,0.13089744887589783,5.570509435399999,1.0014,1607.84,['ALL'],
652,ok,NDUFB2,45.0,30.0,all,0.6707720844324999,0.1029380554922782,-0.22756607718431998,0.13515948037917203,-1.6836856471030628,0.09224243662949716,8.066966450425,1.00032,1857.41,['ALL'],
653,ok,STRN4,45.0,29.0,all,0.7215020232549999,0.10724663943984881,-0.037818623778672254,0.15714223660566853,-0.24066491985585012,0.8098148298018772,8.123631538949999,1.00271,1810.26,['ALL'],
654,ok,IRAK3,45.0,27.0,all,0.217100502904,0.10959429530389166,-0.03068858931719555,0.14015239418495162,-0.21896585852609451,0.8266766433395552,1.6703493822225,0.999712,2077.51,['ALL'],
