,class,beta1,cn_ratio_log2,truth_log2FC_aware,truth_log2FC_naive,empirical_log2FC_naive,empirical_log2FC_aware,DE_truth
SULT2B1,DIG,1.0620851974296388,0.560714954474479,1.5322650473333155,2.0929800018077946,1.8631001080227376,1.4406665961148473,True
MORN2,DIG,-0.9646773547399382,0.2326607567902751,-1.3917352357411923,-1.159074478950917,-1.3851682359740847,-1.4833336869596592,True
PRR7-AS1,DIG,0.5800349219298474,0.37851162325372983,0.836813505410608,1.2153251286643378,0.9820494566453284,0.745215054192142,True
FMO2,DCG,-0.7628806379718016,1.2172307162206693,-1.100604113192127,0.11662660302854233,-0.11368127530056163,-1.1922025644105922,True
NFYC,NEUTRAL,0.018859744205447875,0.13750352374993502,0.027208859437634014,0.16471238318756903,-0.06438959178083144,-0.06438959178083144,False
EIF1B,NEUTRAL,-0.04938148647576859,0.13750352374993502,-0.07124242565031677,0.06626109809961825,-0.16284087686878282,-0.16284087686878265,False
TMEM37,NEUTRAL,-0.02439389824564608,0.13750352374993502,-0.035192956026943584,0.10231056772299144,-0.12679140724541066,-0.12679140724541083,False
TASOR2,DSG,-0.06343507832230474,1.3504972470841334,-0.09151747291399204,1.2589797741701414,1.030233201261434,-0.1831159241324593,False
THG1L,NEUTRAL,-0.006635879873856071,0.13750352374993502,-0.009573550985947034,0.127929972763988,-0.1011720022044136,-0.10117200220441411,False
DCTN4,NEUTRAL,0.0197703490547475,0.13750352374993502,0.028522584537928025,0.16602610828786304,-0.06307586668053805,-0.06307586668053822,False
IMPACT,NEUTRAL,0.01983591954499001,0.13750352374993502,0.02861718275902955,0.16612070650896457,-0.0629812684594364,-0.06298126845943623,False
CORIN,NEUTRAL,-0.006074596051312491,0.13750352374993502,-0.00876378959863221,0.1287397341513028,-0.10036224081709932,-0.10036224081709863,False
UBR7,NEUTRAL,-0.06473103653400196,0.13750352374993502,-0.09338714539920695,0.04411637835072807,-0.18498559661767408,-0.18498559661767427,False
