,class,beta1,cn_ratio_log2,truth_log2FC_aware,truth_log2FC_naive,empirical_log2FC_naive,empirical_log2FC_aware,DE_truth
JMJD6,DSG,-0.06789197582291519,1.3785116232537298,-0.09794741683587314,1.2805642064178566,1.0502670907279654,-0.196663567805302,False
PLA2G12AP1,NEUTRAL,-0.054533019396051624,0.13750352374993502,-0.07867451664738534,0.05882900710254968,-0.17739066761681355,-0.17739066761681355,False
VEGFA,DIG,1.3102143306565657,0.53605290024021,1.89023971733988,2.42629261758009,2.1773202943295153,1.7915235663704507,True
RHO,DIG,1.452789923649804,0.4329594072761063,2.0959328183030284,2.528892225579135,2.272012047565248,1.9972166673335958,True
TK1,DSG,0.07092546828420256,-0.7369655941662062,0.10232382136634649,-0.6346417727998597,-0.8708614475192222,0.003607670396919159,False
DSP,DIG,1.433946851914389,0.5849625007211562,2.06874801215523,2.653710512876386,2.366937432757865,1.9700318611858028,True
HIP1,DIG,1.3167642632461884,0.4854268271702419,1.8996892726050858,2.3851160997753276,2.1592424520081623,1.8009731216356566,True
CD58,NEUTRAL,0.09494663599966718,0.13750352374993502,0.13697904090580937,0.2744825646557444,0.038262889936382084,0.0382628899363824,False
LYRM9,DIG,-1.1521563840154223,0.5849625007211562,-1.66221030154761,-1.0772478008264539,-1.3203058911767867,-1.7609264525170385,True
ZNF700,DIG,-1.3206741920081668,0.4329594072761063,-1.905330107440221,-1.4723707001641146,-1.7059462283807911,-2.0040462584096486,True
ITGA4,NEUTRAL,-0.022416683507855913,0.13750352374993502,-0.03234043812996114,0.10516308561997388,-0.1310565890993897,-0.1310565890993897,False
FOXQ1,DIG,1.6051511680622106,0.6780719051126378,2.3157436300404783,2.993815535153116,2.7260783615159907,2.2170274790710485,True
UBR7,NEUTRAL,-0.00833157772336455,0.13750352374993502,-0.012019925864278998,0.12548359788565602,-0.11073607683370645,-0.1107360768337068,False
C14orf93,DIG,-1.3419982830662933,0.37851162325372983,-1.936094267861245,-1.5575826446075152,-1.7775594165119153,-2.0348104188306713,True
GCA,NEUTRAL,0.020052327409556946,0.13750352374993502,0.02892939331204964,0.16643291706198465,-0.0697867576573777,-0.06978675765737805,False
LIG4,NEUTRAL,-0.05751724215657,0.13750352374993502,-0.08297984002489317,0.05452368372504185,-0.18169599099432002,-0.18169599099432002,False
GATAD2B,DCG,2.0794415416798357,-3.321928094887362,3.0,-0.3219280948873622,-0.5581477696067251,2.9012838490305723,True
OR13E1P,DIG,1.4415621722599372,0.37851162325372983,2.079734597052533,2.458246220306263,2.2400335123160513,1.9810184460831053,True
ZKSCAN3,DIG,1.4497327287487771,0.4329594072761063,2.0915222183802857,2.5244816256563922,2.2979701030638275,1.992806067410858,True
AVPR1A,DIG,0.9603573982772988,0.4854268271702419,1.3855028559756861,1.8709296831459281,1.6451432377995305,1.2867867050062585,True
TP53,NEUTRAL,-0.0009911402072765106,0.13750352374993502,-0.0014299130618634812,0.13607361068807153,-0.10014606403129026,-0.10014606403129059,False
NUDT3,DIG,-1.525348828036544,0.53605290024021,-2.2006131898341144,-1.6645602895939042,-1.904703065805346,-2.2993293408035425,True
CACNA1G,DSG,-0.020867979470243055,-0.7369655941662062,-0.030106130495092354,-0.7670717246612986,-1.003291399380661,-0.12882228146452007,False
GATA3,DSG,0.09463301676917374,-0.7369655941662062,0.13652658399724907,-0.6004390101689572,-0.8366586848883193,0.03781043302782178,False
NID1,DCG,-1.1059311188005163,1.485426827170242,-1.595521340658288,-0.110094513488046,-0.34979934893292575,-1.6942374916277163,True
DIS3L2,NEUTRAL,0.011199681013820215,0.13750352374993502,0.016157724258176704,0.15366124800811173,-0.08255842671125026,-0.08255842671125009,False
CYP51A1P3,DIG,-1.3256568324505418,0.32192809488736235,-1.9125185380969683,-1.5905904432096059,-1.8229944991122868,-2.0112346890663786,True
SPTY2D1,DIG,1.3662624882995407,0.26303440583379406,1.9711001164223627,2.2341345222561566,2.0055657343825453,1.8723839654529337,True
FBN3,NEUTRAL,-0.040603505238915684,0.13750352374993502,-0.058578475650892706,0.07892504809904231,-0.15729462662032181,-0.1572946266203213,False
DNMT3B,DSG,0.014136403704108345,1.4594316186372973,0.020394519519921484,1.4798261381572189,1.240930798794599,-0.07832163144950618,False
ANXA6,NEUTRAL,0.03773831875762497,0.13750352374993502,0.054444885323112494,0.1919484090730475,-0.04427126564631463,-0.0442712656463143,False
EMID1,NEUTRAL,-0.021467576639312327,0.13750352374993502,-0.030971166357439656,0.10653235739249536,-0.1296873173268669,-0.1296873173268669,False
DPT,DCG,-0.8020079339723428,1.070389327891398,-1.1570528690955022,-0.08666354120410413,-0.3322627649011283,-1.255769020064931,True
CPO,NEUTRAL,-0.05282884905686433,0.13750352374993502,-0.07621591855020976,0.06128760519972526,-0.17493206951963777,-0.17493206951963777,False
BGLAP,DCG,-0.9624295411987702,1.4329594072761063,-1.3884923262925062,0.04446708098360008,-0.1883471894543058,-1.4872084772619336,True
FNDC3B,DSG,-0.08155348009213088,-3.321928094887362,-0.11765680129615404,-3.4395848961835163,-3.675804570902879,-0.21637295226558226,False
GINM1,NEUTRAL,0.03102665469795537,0.13750352374993502,0.04476200086811447,0.18226552461804948,-0.053954150101313506,-0.053954150101313506,False
DEF6,DIG,-0.7245720549110662,0.4329594072761063,-1.045336510386921,-0.6123771031108147,-0.8312506488592791,-1.1440526613563493,True
MFFP2,NEUTRAL,0.003656129328931738,0.13750352374993502,0.005274679651698512,0.14277820340163352,-0.09344147131773034,-0.0934414713177305,False
YBX2,NEUTRAL,-0.018608555092520712,0.13750352374993502,-0.0268464701500887,0.11065705359984632,-0.12556262111951538,-0.12556262111951538,False
INAVA,DCG,-0.8637021741831403,1.070389327891398,-1.2460588434990323,-0.17566951560763422,-0.41188919032699844,-1.3447749944684615,True
CCDC158,DIG,-0.6176337358142734,0.53605290024021,-0.8910571277449765,-0.35500422750476646,-0.5755855830131839,-0.9897732787144052,True
IKZF4,DIG,0.5602833841290681,0.37851162325372983,0.8083180597754928,1.1868296830292226,0.9428203568756984,0.7096019088060641,True
STRIP2,DIG,-1.7028087434501111,0.53605290024021,-2.4566337297578427,-1.9205808295176325,-2.164824366319151,-2.5553498807272716,True
MAPK14,DIG,1.219315333049912,0.37851162325372983,1.759100184270983,2.137611807524713,1.8972474811365065,1.660384033301553,True
AMPH,DIG,-1.2288371977296981,0.32192809488736235,-1.772837331224526,-1.4509092363371636,-1.6321631046068055,-1.8715534821939543,True
MMAB,NEUTRAL,0.03990103492697817,0.13750352374993502,0.05756502521548873,0.19506854896542375,-0.041151125753938,-0.041151125753938,False
CBY2,NEUTRAL,0.04213869014706069,0.13750352374993502,0.06079327930472109,0.1982968030546561,-0.03792287166470673,-0.03792287166470624,False
DSCC1,DCG,-1.0141633458908352,1.2630344058337937,-1.4631284297680667,-0.200094023934273,-0.43307625442788944,-1.561844580737496,True
JMJD7,NEUTRAL,-0.012060362302977485,0.13750352374993502,-0.017399424885829816,0.1201040988641052,-0.11611557585525703,-0.11611557585525685,False
PPP4R4,NEUTRAL,-0.045564748387643815,0.13750352374993502,-0.06573603653820713,0.07176748721172789,-0.16445218750763535,-0.16445218750763535,False
GLYAT,DIG,1.0975959048515762,0.37851162325372983,1.5834961688294036,1.9620077920831334,1.7013762479016858,1.4847800178599755,True
JCHAIN,DIG,-0.5818557811732797,0.632268215499513,-0.8394404500112647,-0.2071722345117517,-0.4196215806893988,-0.938156600980694,True
NRADDP,NEUTRAL,-0.06413342024694069,0.13750352374993502,-0.09252496734550918,0.04497855640442584,-0.1912411183149362,-0.1912411183149364,False
TMPRSS11CP,NEUTRAL,-0.04834989832198234,0.13750352374993502,-0.06975415853660953,0.06774936521332549,-0.16847030950603628,-0.16847030950603611,False
NAPA,DIG,-0.7465500975962726,0.4854268271702419,-1.077044123577314,-0.5916172964070722,-0.8365335549181608,-1.175760274546744,True
MAP3K1,NEUTRAL,-0.001521782942958442,0.13750352374993502,-0.0021954687051155566,0.13530805504481946,-0.10091161967454405,-0.10091161967454405,False
RPL23AP32,DIG,0.6088106308023724,0.53605290024021,0.8783280778990643,1.4143809781392744,1.155836718225331,0.7796119269296349,True
OR51E2,NEUTRAL,0.016870941110699957,0.13750352374993502,0.024339623075536568,0.16184314682547157,-0.07437652789389139,-0.07437652789389172,False
HDGF,DCG,-0.8539314908415013,1.070389327891398,-1.2319627270959532,-0.16157339920455516,-0.38020920572986056,-1.3306788780653829,True
TLR10,NEUTRAL,0.01915772955426434,0.13750352374993502,0.027638761422629096,0.16514228517256413,-0.07107738954679911,-0.07107738954679911,False
TROAP,DIG,-1.3013009309869368,0.37851162325372983,-1.877380399839045,-1.4988687765853153,-1.743673294423609,-1.9760965508084731,True
ACO2,NEUTRAL,0.05017064941453121,0.13750352374993502,0.07238094710852296,0.20988447085845796,-0.026335203860905976,-0.02633520386090565,False
TSPEAR-AS1,DIG,1.0220862972891722,0.53605290024021,1.4745588324596515,2.0106117326998616,1.829105458120881,1.3758426814902232,True
PPM1K-DT,NEUTRAL,0.028484741945850607,0.13750352374993502,0.041094795946280516,0.17859831969621554,-0.0576213550231481,-0.057621355023147934,False
UBE2O,DSG,-0.07157497239305098,1.3504972470841334,-0.10326085772321912,1.2472363893609144,1.007681698731758,-0.20197700869264795,False
RAC1P5,NEUTRAL,0.029184756552087607,0.13750352374993502,0.042104703547248476,0.1796082272971835,-0.05661144742217956,-0.05661144742217939,False
MAPK6P3,NEUTRAL,-0.018460542174582265,0.13750352374993502,-0.026632932647391395,0.11087059110254363,-0.12534908361681973,-0.12534908361681957,False
MON1B,NEUTRAL,0.03303004581772091,0.13750352374993502,0.04765228330156121,0.18515580705149623,-0.05106386766786616,-0.05106386766786599,False
COL8A1,DIG,1.3579063047592679,0.37851162325372983,1.9590446918680533,2.337556315121783,2.1279127392491577,1.860328540898625,True
LINC01393,DIG,-1.079577089952981,0.32192809488736235,-1.5575005139325042,-1.2355724190451418,-1.4803847292728651,-1.6562166649019288,True
UCHL5,DCG,-0.7570178435091497,1.0,-1.0921458886951076,-0.09214588869510765,-0.32147749116560004,-1.1908620396645369,True
MIR3934,DIG,0.9470313442965227,0.53605290024021,1.3662774239830018,1.902330324223212,1.6585430195189286,1.2675612730135724,True
NME6,NEUTRAL,-0.007338013640740532,0.13750352374993502,-0.010586515889471933,0.1269170078604631,-0.10930266685890054,-0.10930266685890036,False
LINC01711,DCG,-0.8699671592737197,1.2630344058337937,-1.2550973064204545,0.0079370994133392,-0.23803366094331976,-1.3538134573898801,True
SLC43A2,NEUTRAL,-0.009967233989296121,0.13750352374993502,-0.014379679047737435,0.12312384470219759,-0.11309583001716604,-0.11309583001716587,False
PIGH,NEUTRAL,-0.015131107766523995,0.13750352374993502,-0.021829574137920648,0.11567394961201437,-0.1205457251073499,-0.12054572510734972,False
ZSCAN5B,DIG,-0.6644944152470791,0.4329594072761063,-0.9586627975753726,-0.5257033902992663,-0.783356164438302,-1.0573789485447962,True
ZNF404,DIG,0.9953521252989087,0.26303440583379406,1.4359895751070257,1.6990239809408199,1.4704551930672096,1.3372734241375985,True
KPRP,DCG,-0.8322327717049058,1.2630344058337937,-1.2006580926039445,0.062376313229849156,-0.16540303795197533,-1.2993742435733682,True
CXCL11,DIG,-1.4602092383270884,0.5849625007211562,-2.106636626794741,-1.5216741260735849,-1.7346301992581126,-2.20535277776417,True
CACNA2D3,NEUTRAL,-0.06477415650803504,0.13750352374993502,-0.09344935437190774,0.04405416937802728,-0.19216550534133492,-0.19216550534133528,False
SERPINA11,NEUTRAL,0.0035606263727341937,0.13750352374993502,0.005136898010402079,0.1426404217603371,-0.09357925295902682,-0.09357925295902664,False
MED20,DIG,-0.7331292300863612,0.53605290024021,-1.0576819045763373,-0.5216290043361272,-0.7661170799997172,-1.156398055545765,True
TG,DCG,-0.7794135751164882,1.2016338611696507,-1.1244560996220951,0.07717776154755551,-0.1399735907406505,-1.223172250591523,True
ALPL,NEUTRAL,0.022883860840453952,0.13750352374993502,0.033014432550916066,0.1705179563008511,-0.06570171841851288,-0.0657017184185122,False
CLEC16A,DCG,-0.9899251482393351,1.2630344058337937,-1.4281601022161607,-0.16512569638236707,-0.39738638669907694,-1.5268762531855893,True
ABCA6,DSG,0.07665219727643556,1.4594316186372973,0.1105857448839561,1.5700173635212533,1.3062348485680655,0.011869593914528272,False
EEF1E1,DIG,1.5798445492672468,0.4854268271702419,2.2792338966033165,2.7646607237735585,2.5034983098063455,2.1805177456338876,True
IRF2BPL,NEUTRAL,0.020393002181970186,0.13750352374993502,0.029420883116766196,0.1669244068667012,-0.0692952678526614,-0.06929526785266106,False
ADAMTS16,DSG,-0.053921388690342596,1.1043366598147357,-0.0777921200614035,1.0265445397533322,0.7732597303549661,-0.1765082710308323,False
TMEM170B,DSG,0.014171616389597786,-0.7369655941662062,0.020445320686653484,-0.7165202734795527,-0.952739948198916,-0.07827083028277494,False
SLC2A3P1,DIG,-0.9551583013724582,0.32192809488736235,-1.3780021446539714,-1.056074049766609,-1.279479453095567,-1.4767182956234006,True
MUCL3,DIG,1.6379731794805545,0.37851162325372983,2.363095783145724,2.741607406399454,2.5060751107604946,2.2643796321762975,True
CEACAM1,DIG,-0.9643762648130914,0.26303440583379406,-1.3913008547968686,-1.1282664489630745,-1.3925690884667299,-1.4900170057662976,True
NBEAL2,NEUTRAL,0.06086129909081696,0.13750352374993502,0.0878042943803816,0.22530781813031664,-0.010911856589046382,-0.01091185658904606,False
ALDH8A1,DIG,1.3309079795451886,0.2016338611696507,1.9200943419693937,2.1217282031390443,1.8700677422894991,1.821378190999964,True
HSPA2,NEUTRAL,-0.009326513203759434,0.13750352374993502,-0.013455314347849174,0.12404820940208584,-0.11217146531727788,-0.11217146531727806,False
EIF3LP2,DIG,-0.6894543621002229,0.5849625007211562,-0.9946723891212553,-0.40970988840009914,-0.6507625624446789,-1.0933885400906844,True
TMEM143,DIG,1.4203305593818394,0.26303440583379406,2.049103854443227,2.312138260277021,2.0663129984102935,1.9503877034738002,True
VRK2,DIG,1.473713096990903,0.37851162325372983,2.1261185767218915,2.5046301999756215,2.239495549468865,2.0274024257524625,True
ZKSCAN8,DIG,0.8146353789960123,0.4854268271702419,1.1752704214102483,1.6606972485804903,1.4381663127741324,1.07655427044082,True
RNU4-78P,NEUTRAL,-0.044553769141629854,0.13750352374993502,-0.06427750179354112,0.0732260219563939,-0.16299365276296812,-0.16299365276296793,False
CRK,NEUTRAL,-0.004849400538397905,0.13750352374993502,-0.006996206108030926,0.1305073176419041,-0.10571235707745727,-0.10571235707745795,False
MPDZ,DIG,-1.4790721897567314,0.37851162325372983,-2.1338501132788164,-1.7553384900250866,-1.9982953544161033,-2.2325662642482453,True
TBC1D8-AS1,NEUTRAL,-0.06008781758078396,0.13750352374993502,-0.08668839644163769,0.050815127308297334,-0.18540454741106616,-0.18540454741106635,False
LINC00881,DSG,0.015308355996585409,1.2927817492278462,0.022085289280436595,1.3148670385082828,1.079534274361122,-0.07663086168899073,False
LINC01505,NEUTRAL,0.04061434003398563,0.13750352374993502,0.05859410695600917,0.1960976307059442,-0.04012204401341856,-0.04012204401341889,False
EFCAB8,DSG,0.002339621207373546,1.4059923596758368,0.003375359913436464,1.4093677195892733,1.182061101231853,-0.0953407910559917,False
C15orf48,NEUTRAL,-0.012590912033246318,0.13750352374993502,-0.01816484635063364,0.11933867739930137,-0.11688099732006153,-0.11688099732006153,False
AXDND1,DCG,2.0794415416798357,-3.321928094887362,3.0,-0.3219280948873622,-0.5581477696067239,2.9012838490305723,True
DHX15,NEUTRAL,0.03694282103875655,0.13750352374993502,0.053297224709062535,0.19080074845899755,-0.045418926260365006,-0.04541892626036468,False
AMIGO3,NEUTRAL,-0.009639902242008874,0.13750352374993502,-0.013907439159200603,0.12359608459073441,-0.11262359012862905,-0.11262359012862905,False
MED28P3,NEUTRAL,-0.009478984546142318,0.13750352374993502,-0.013675283997382643,0.12382823975255237,-0.11239143496680945,-0.11239143496680945,False
SNTA1,DSG,0.0918364840087494,1.2630344058337937,0.13249204005210136,1.3955264458858951,1.1504315738717072,0.03377588908267373,False
ANAPC4,NEUTRAL,-0.026899577456818768,0.13750352374993502,-0.03880788699896099,0.09869563675097404,-0.1375240379683886,-0.13752403796838844,False
SERGEF,NEUTRAL,-0.012687844008513511,0.13750352374993502,-0.01830468963065519,0.11919883411927983,-0.11702084060008426,-0.11702084060008426,False
RPS25P3,DIG,-1.2899204792469083,0.4854268271702419,-1.8609618785506297,-1.3755350513803877,-1.6326702774137247,-1.9596780295200384,True
LINC01936,DIG,1.4799065102477973,0.4329594072761063,2.135053783313789,2.5680131905898955,2.3086146192452914,2.03633763234436,True
NEB,NEUTRAL,0.0009152101930975779,0.13750352374993502,0.0013203692069529063,0.13882389295688793,-0.09739578176247489,-0.09739578176247524,False
SEMA4F,DIG,0.6710969953154619,0.53605290024021,0.9681883070971007,1.5042412073373108,1.2456969474233692,0.869472156127672,True
TMEM204,DSG,-0.009963995559470916,-0.7369655941662062,-0.014375006981088343,-0.7513406011472945,-0.9875602758666574,-0.11309115795051587,False
TTC21B-AS1,NEUTRAL,-0.020330128455100793,0.13750352374993502,-0.029330175502809516,0.1081733482471255,-0.1280463264722365,-0.12804632647223665,False
MAP3K12,DIG,1.5062562135827742,0.4329594072761063,2.1730683696440556,2.606027776920162,2.3790860234345885,2.0743522186746275,True
