,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
g1,331.78623906063217,0.009965817427686804,0.1242398068130841,0.10047423274096128,0.9199678385980008,0.9255209643843065
g2,2593.3483054079734,0.7045856742275924,0.0963616798525781,7.7344807385237635,1.0382599707742475e-14,8.580660915489649e-14
g3,1978657.915351994,2.3028760862280686,0.055342458274011415,4.461164697648159,8.151541093897572e-06,1.9362330389305394e-05
g4,5663.620478951059,1.3361426783689685,0.12424380025671856,11.059079543258695,1.9812018813463912e-28,5.080004823965106e-27
g5,19669.233580414195,2.01852559092047,0.30863789692705307,3.7964745443158834,0.00014676842575330398,0.0002790274253865095
g6,850.2437590242816,0.7524890333734666,0.19465791457481582,4.079154485231034,4.51997940147746e-05,9.319545157685484e-05
g7,28256.531731388663,0.6723057343948038,0.1379229084849482,-1.4788574360875189,0.13917842127777244,0.16354691101970908
g8,59541.27176535512,-0.06827185885034807,0.05635315459086582,4.555473692159571,5.226765726051124e-06,1.316565674068293e-05
g9,140605.63199653116,2.260231247130681,0.11522370082649447,6.506593990102566,7.687381216249227e-11,3.9022239676392015e-10
g10,5896.342820097263,0.002349240189699664,0.32754514680768804,0.5187691999086076,0.6039216986875595,0.6330416128800415
g11,428.8719732430514,0.9559936964167488,0.39493849465522834,2.9662115052068114,0.00301493071373891,0.004645501870167812
g12,539.1593030274553,1.008896227746229,0.23636937739143515,4.666408862264314,3.0650950302315213e-06,8.066039553240846e-06
g13,109.54218926226076,0.030653561730629678,0.33398588064752827,0.12253569871504141,0.9024747755161687,0.9097527978993636
g14,411.2302129289369,0.3487374382554354,0.1815345950219067,2.0862995864083236,0.036951494121673194,0.04774094847761395
g15,7560.624316909688,-0.014366845283306211,0.14983367926466237,0.4412673863051269,0.6590194338798014,0.6829216931396905
g16,187655.08573288965,2.8193513625809636,0.07708278107556672,14.952050228781275,1.510269027741905e-50,1.0068460184946033e-48
g17,96933.15902652247,1.8904784128468974,0.0869511560141397,5.646925239966939,1.633428174344518e-08,6.094881247554172e-08
g18,16313.691637730793,0.728989071264834,0.13254127510907215,5.983751702828721,2.18055643766781e-09,9.23964592232123e-09
