,truth_class,DE_naive,DE_aware,predicted_class,sample_size,cn_signal,replicate
FHL3,NEUTRAL,True,True,DIG,60,strong,2
NCKAP5-AS2,NEUTRAL,False,False,NEUTRAL,60,strong,2
EIF3I,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRAF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GRIN3A,NEUTRAL,False,False,NEUTRAL,60,strong,2
LHX5,NEUTRAL,True,True,DIG,60,strong,2
ZC3HC1,DIG,False,False,NEUTRAL,60,strong,2
MTFR1L,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZFP14,DSG,True,False,DSG,60,strong,2
NCDN,NEUTRAL,False,False,NEUTRAL,60,strong,2
KRT8P51,DSG,True,False,DSG,60,strong,2
ADAMTSL2,NEUTRAL,False,False,NEUTRAL,60,strong,2
TMEM127,DIG,True,True,DIG,60,strong,2
OBSL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZSWIM4,DIG,True,True,DIG,60,strong,2
CAD,DIG,True,True,DIG,60,strong,2
BOLA2P3,DSG,True,False,DSG,60,strong,2
MRPL35P2,DIG,True,True,DIG,60,strong,2
ABHD17C,NEUTRAL,False,False,NEUTRAL,60,strong,2
FARP1,DIG,True,True,DIG,60,strong,2
C6orf62,DSG,True,False,DSG,60,strong,2
FAM227A,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNRNP70,DIG,True,True,DIG,60,strong,2
TNFSF12-TNFSF13,NEUTRAL,False,False,NEUTRAL,60,strong,2
ALDH16A1,DSG,True,False,DSG,60,strong,2
ARMC8,DSG,True,False,DSG,60,strong,2
LINC01562,DIG,True,True,DIG,60,strong,2
FAM184B,NEUTRAL,False,False,NEUTRAL,60,strong,2
CPNE8,DIG,True,True,DIG,60,strong,2
FCER1A,DCG,True,True,DIG,60,strong,2
XAF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTIF2,DIG,True,True,DIG,60,strong,2
CEP68,DIG,True,True,DIG,60,strong,2
ITGB1-DT,DSG,True,False,DSG,60,strong,2
SRSF3P1,DIG,True,True,DIG,60,strong,2
ZNF233,DIG,False,False,NEUTRAL,60,strong,2
LINC00899,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS10P9,DIG,False,True,DCG,60,strong,2
LINC02458,DIG,True,True,DIG,60,strong,2
SETDB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CALML5,DCG,False,True,DCG,60,strong,2
C1QL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CLSPN,NEUTRAL,False,False,NEUTRAL,60,strong,2
TAF10,NEUTRAL,True,True,DIG,60,strong,2
HTATSF1P2,DIG,True,True,DIG,60,strong,2
FBXO17,DSG,True,False,DSG,60,strong,2
ZNF207,DIG,True,True,DIG,60,strong,2
MIR4775,NEUTRAL,False,False,NEUTRAL,60,strong,2
NCS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
GPR17,NEUTRAL,False,False,NEUTRAL,60,strong,2
LMNA,DCG,False,True,DCG,60,strong,2
CFAP57,DIG,True,False,DSG,60,strong,2
EGF,NEUTRAL,False,False,NEUTRAL,60,strong,2
NOB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01695,DIG,True,True,DIG,60,strong,2
ARGLU1,DIG,False,False,NEUTRAL,60,strong,2
CD180,NEUTRAL,False,False,NEUTRAL,60,strong,2
ILRUN,DIG,True,True,DIG,60,strong,2
ZMPSTE24,DIG,True,True,DIG,60,strong,2
PRKD2,DIG,True,True,DIG,60,strong,2
VDAC2P2,DSG,True,False,DSG,60,strong,2
NAALADL2-AS2,DCG,True,True,DIG,60,strong,2
RNASEH2A,DIG,True,True,DIG,60,strong,2
GID8,DCG,True,True,DIG,60,strong,2
MCUR1,DSG,True,False,DSG,60,strong,2
GOLGA6L5P,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC2A10,DCG,False,True,DCG,60,strong,2
MRPL15,DCG,True,True,DIG,60,strong,2
MYEF2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNF207-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ABCF1,DSG,True,False,DSG,60,strong,2
ATP5MFP2,DIG,True,True,DIG,60,strong,2
PRKAR1B,DSG,True,False,DSG,60,strong,2
SHOC2,NEUTRAL,False,False,NEUTRAL,60,strong,2
HS6ST3,DIG,True,True,DIG,60,strong,2
GRID1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPM1B,DIG,True,True,DIG,60,strong,2
MED19,DIG,True,True,DIG,60,strong,2
CKMT2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF540,DSG,True,False,DSG,60,strong,2
MIR4657,DSG,True,False,DSG,60,strong,2
LINC02577,DIG,True,True,DIG,60,strong,2
PDE7B,DIG,True,True,DIG,60,strong,2
STAT5B,NEUTRAL,False,False,NEUTRAL,60,strong,2
N4BP2L2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CDKAL1,DSG,True,False,DSG,60,strong,2
KNL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ATP10D,NEUTRAL,False,False,NEUTRAL,60,strong,2
SMIM22,DCG,False,False,NEUTRAL,60,strong,2
TERF2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RN7SL704P,NEUTRAL,False,False,NEUTRAL,60,strong,2
GTF2I,DSG,True,False,DSG,60,strong,2
ETV1,DSG,True,False,DSG,60,strong,2
DNAJC12,DIG,True,True,DIG,60,strong,2
AKIRIN1,DIG,False,True,DCG,60,strong,2
NRG4,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC9B1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LMAN1L,NEUTRAL,False,False,NEUTRAL,60,strong,2
PLCB4,DSG,False,False,NEUTRAL,60,strong,2
XBP1P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NDUFAF2,DIG,True,True,DIG,60,strong,2
CFTR,DIG,True,True,DIG,60,strong,2
LPAR3,NEUTRAL,False,False,NEUTRAL,60,strong,2
TXLNB,DIG,True,True,DIG,60,strong,2
SFRP4,DSG,True,False,DSG,60,strong,2
ZNF460,DSG,True,False,DSG,60,strong,2
TMED2-DT,DIG,True,True,DIG,60,strong,2
MON2,DIG,False,False,NEUTRAL,60,strong,2
HMCES,DSG,True,False,DSG,60,strong,2
NDUFAF6,DCG,False,True,DCG,60,strong,2
MTPN,DSG,True,False,DSG,60,strong,2
LINC00702,DCG,False,True,DCG,60,strong,2
CAV3,DIG,True,True,DIG,60,strong,2
LAIR1,DSG,False,False,NEUTRAL,60,strong,2
INSYN1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNU6-817P,DIG,True,True,DIG,60,strong,2
HSPE1P5,NEUTRAL,False,False,NEUTRAL,60,strong,2
SNAPC5,NEUTRAL,False,False,NEUTRAL,60,strong,2
GSDMC,DCG,False,True,DCG,60,strong,2
RIOK3,NEUTRAL,False,False,NEUTRAL,60,strong,2
EIF4E3,NEUTRAL,False,False,NEUTRAL,60,strong,2
BPIFB2,DCG,True,True,DIG,60,strong,2
TOMM7,DSG,True,False,DSG,60,strong,2
TAPBP,DSG,False,False,NEUTRAL,60,strong,2
IER3-AS1,DSG,True,False,DSG,60,strong,2
OPRD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PJA2,NEUTRAL,False,False,NEUTRAL,60,strong,2
NBL1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CLTC,DCG,False,True,DCG,60,strong,2
ULK1,DIG,True,True,DIG,60,strong,2
UBE2T,DCG,False,True,DCG,60,strong,2
LY6E,DCG,False,True,DCG,60,strong,2
GASAL1,DCG,False,True,DCG,60,strong,2
AGA,NEUTRAL,False,False,NEUTRAL,60,strong,2
SAXO2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR214,DCG,False,True,DCG,60,strong,2
CLMAT3,DIG,True,True,DIG,60,strong,2
YBX1,DIG,True,True,DIG,60,strong,2
BIN2,DIG,True,True,DIG,60,strong,2
MYO1E,NEUTRAL,False,False,NEUTRAL,60,strong,2
C10orf143,NEUTRAL,False,False,NEUTRAL,60,strong,2
TAS2R3,DSG,True,False,DSG,60,strong,2
ASB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
CKLF-CMTM1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NRXN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
TCTN1,DIG,True,True,DIG,60,strong,2
PDS5A,NEUTRAL,False,False,NEUTRAL,60,strong,2
ALKBH1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIA3,DCG,False,False,NEUTRAL,60,strong,2
COL10A1,DIG,True,True,DIG,60,strong,2
PP2D1,DIG,True,True,DIG,60,strong,2
TALDO1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PROX1,DCG,False,True,DCG,60,strong,2
FAM217A,DIG,True,True,DIG,60,strong,2
SELENOM,NEUTRAL,False,False,NEUTRAL,60,strong,2
RUNX1,DIG,False,True,DCG,60,strong,2
SSBP3-AS1,DIG,True,True,DIG,60,strong,2
RAD17P1,DSG,True,False,DSG,60,strong,2
AMBRA1,DIG,True,True,DIG,60,strong,2
PBX1-AS1,DCG,False,True,DCG,60,strong,2
S100A9,DCG,False,False,NEUTRAL,60,strong,2
RPAP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRMT11,DIG,True,True,DIG,60,strong,2
YBX2P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRIM4,DSG,True,True,DIG,60,strong,2
SILC1,DIG,True,True,DIG,60,strong,2
ILK,NEUTRAL,False,False,NEUTRAL,60,strong,2
HTR1B,DIG,True,True,DIG,60,strong,2
OTUD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
TREHP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
BLZF1,DCG,False,True,DCG,60,strong,2
GPX3,DIG,False,False,NEUTRAL,60,strong,2
BPNT1,DCG,False,True,DCG,60,strong,2
CDKN2C,DIG,True,False,DSG,60,strong,2
RDH14,DIG,True,True,DIG,60,strong,2
PTGS2,DCG,False,False,NEUTRAL,60,strong,2
DNAJB6P2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACOT7,NEUTRAL,False,False,NEUTRAL,60,strong,2
MLLT11,DCG,False,True,DCG,60,strong,2
LZTS3,DSG,True,False,DSG,60,strong,2
EFCAB3,DCG,False,True,DCG,60,strong,2
SNHG1,DIG,True,True,DIG,60,strong,2
TBX18-AS1,DIG,True,True,DIG,60,strong,2
ZNF154,DSG,True,False,DSG,60,strong,2
TCOF1,DIG,True,True,DIG,60,strong,2
TOMM40P3,DCG,False,True,DCG,60,strong,2
DPCD,NEUTRAL,False,False,NEUTRAL,60,strong,2
AQP9,NEUTRAL,False,False,NEUTRAL,60,strong,2
CKAP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNF11,DIG,True,True,DIG,60,strong,2
STING1,DIG,True,True,DIG,60,strong,2
DCXR,DCG,False,True,DCG,60,strong,2
CTSL,NEUTRAL,False,False,NEUTRAL,60,strong,2
ATP6V1B2,NEUTRAL,False,False,NEUTRAL,60,strong,2
PWWP2A,DIG,True,True,DIG,60,strong,2
PTOV1-AS1,DIG,False,False,NEUTRAL,60,strong,2
DUSP5,NEUTRAL,False,False,NEUTRAL,60,strong,2
ABCD4,NEUTRAL,False,False,NEUTRAL,60,strong,2
NAV2-AS3,DIG,True,True,DIG,60,strong,2
OXR1,DCG,False,False,NEUTRAL,60,strong,2
DIRAS2,NEUTRAL,False,False,NEUTRAL,60,strong,2
GAPDHP46,NEUTRAL,False,False,NEUTRAL,60,strong,2
SPATA24,DIG,True,True,DIG,60,strong,2
FAM221A,DSG,True,False,DSG,60,strong,2
RAMP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC149,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPN1,DSG,True,False,DSG,60,strong,2
COL4A1,DIG,True,True,DIG,60,strong,2
SLC9A5,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACP7,DSG,True,False,DSG,60,strong,2
RIMS2,DCG,True,True,DIG,60,strong,2
RETREG1,DCG,False,True,DCG,60,strong,2
KCTD9P6,NEUTRAL,False,False,NEUTRAL,60,strong,2
NR1D2,NEUTRAL,False,False,NEUTRAL,60,strong,2
NUAK1,DIG,True,True,DIG,60,strong,2
ASTE1,DSG,True,False,DSG,60,strong,2
CYTH2,DIG,False,False,NEUTRAL,60,strong,2
RNF217,DIG,True,True,DIG,60,strong,2
PSME2P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
C6orf132,DSG,True,False,DSG,60,strong,2
RPS28P4,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNF17,NEUTRAL,False,False,NEUTRAL,60,strong,2
ADD3-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ACSL5,NEUTRAL,False,False,NEUTRAL,60,strong,2
LCP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
COX20,DCG,False,True,DCG,60,strong,2
CNN2,NEUTRAL,False,False,NEUTRAL,60,strong,2
EPB42,NEUTRAL,False,False,NEUTRAL,60,strong,2
FAT2,DIG,True,True,DIG,60,strong,2
UBE4B,NEUTRAL,False,False,NEUTRAL,60,strong,2
HLA-K,DSG,False,False,NEUTRAL,60,strong,2
BUD13,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS10P5,DSG,False,False,NEUTRAL,60,strong,2
PRDM8,NEUTRAL,False,False,NEUTRAL,60,strong,2
BNIP3L,NEUTRAL,False,False,NEUTRAL,60,strong,2
TNNI1,DCG,False,False,NEUTRAL,60,strong,2
ACP2,DIG,True,True,DIG,60,strong,2
LINC00365,DIG,False,False,NEUTRAL,60,strong,2
ELAVL4,DIG,True,True,DIG,60,strong,2
AGBL5,DIG,False,False,NEUTRAL,60,strong,2
LINC00511,DCG,True,True,DIG,60,strong,2
FARP2,NEUTRAL,False,False,NEUTRAL,60,strong,2
RIPPLY3,DIG,True,True,DIG,60,strong,2
TNS4,DIG,True,True,DIG,60,strong,2
ART1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NEPRO,DSG,True,False,DSG,60,strong,2
MMACHC,NEUTRAL,False,False,NEUTRAL,60,strong,2
ATG7,DIG,True,True,DIG,60,strong,2
ANKRD11,NEUTRAL,False,False,NEUTRAL,60,strong,2
AXIN2,DCG,False,True,DCG,60,strong,2
GJA3,NEUTRAL,False,False,NEUTRAL,60,strong,2
ST13P6,DCG,False,True,DCG,60,strong,2
RSU1,DCG,False,True,DCG,60,strong,2
NTAN1P2,DCG,False,True,DCG,60,strong,2
ATP1B1P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPS3AP6,NEUTRAL,False,False,NEUTRAL,60,strong,2
UBN1,DCG,False,True,DCG,60,strong,2
RPL23AP18,DCG,False,True,DCG,60,strong,2
BEAN1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SRSF8,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC01521,NEUTRAL,False,False,NEUTRAL,60,strong,2
HMGB1P20,DSG,True,False,DSG,60,strong,2
TMEM201,NEUTRAL,False,False,NEUTRAL,60,strong,2
BRPF1,DIG,True,True,DIG,60,strong,2
OR13A1,DIG,True,True,DIG,60,strong,2
ZNF112,DIG,True,True,DIG,60,strong,2
LINC02519,NEUTRAL,False,False,NEUTRAL,60,strong,2
PLD3,DSG,True,False,DSG,60,strong,2
AP3S1,DIG,True,True,DIG,60,strong,2
OTUB1,DIG,True,True,DIG,60,strong,2
PHLDA2,NEUTRAL,False,False,NEUTRAL,60,strong,2
HAND2,NEUTRAL,False,False,NEUTRAL,60,strong,2
OAZ3,DCG,False,True,DCG,60,strong,2
CST7,DCG,False,True,DCG,60,strong,2
SMOC1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIR4321,NEUTRAL,False,False,NEUTRAL,60,strong,2
FBH1,DCG,False,True,DCG,60,strong,2
SLC52A3,DSG,True,False,DSG,60,strong,2
NAPB,DCG,False,True,DCG,60,strong,2
CELF2,DCG,False,True,DCG,60,strong,2
COA1,DSG,True,False,DSG,60,strong,2
PXN-AS1,DIG,True,True,DIG,60,strong,2
GALK2,NEUTRAL,False,False,NEUTRAL,60,strong,2
INHBC,DIG,True,True,DIG,60,strong,2
OSMR,DCG,True,True,DIG,60,strong,2
MAGOH,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02432,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZNF302,DSG,True,False,DSG,60,strong,2
AASDHPPT,NEUTRAL,False,False,NEUTRAL,60,strong,2
HAGLROS,NEUTRAL,False,False,NEUTRAL,60,strong,2
MN1,NEUTRAL,False,False,NEUTRAL,60,strong,2
PYGL,DIG,True,True,DIG,60,strong,2
PSMD14,NEUTRAL,False,False,NEUTRAL,60,strong,2
MRPL54,NEUTRAL,False,False,NEUTRAL,60,strong,2
PRL,DSG,False,False,NEUTRAL,60,strong,2
UBAP2,DIG,False,True,DCG,60,strong,2
CNBD2,DCG,True,True,DIG,60,strong,2
ELP3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MCUB,NEUTRAL,False,False,NEUTRAL,60,strong,2
FTH1P22,DIG,True,True,DIG,60,strong,2
UBE2E1-AS1,NEUTRAL,True,True,DIG,60,strong,2
HFM1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NKIRAS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARHGAP27P1-BPTFP1-KPNA2P3,DCG,True,True,DIG,60,strong,2
FYTTD1,DCG,False,True,DCG,60,strong,2
OGFOD1,NEUTRAL,False,False,NEUTRAL,60,strong,2
BTG1,DIG,True,True,DIG,60,strong,2
RFX7,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZBTB1,NEUTRAL,False,False,NEUTRAL,60,strong,2
EDEM3,DCG,True,True,DIG,60,strong,2
AZIN1,DCG,False,True,DCG,60,strong,2
ZNF583,DSG,True,False,DSG,60,strong,2
LINC01102,NEUTRAL,False,False,NEUTRAL,60,strong,2
EIF3EP1,DIG,True,True,DIG,60,strong,2
TMEM161B,NEUTRAL,False,False,NEUTRAL,60,strong,2
SESN3,NEUTRAL,False,False,NEUTRAL,60,strong,2
HDAC11-AS1,DIG,True,True,DIG,60,strong,2
PCDHAC1,DIG,True,True,DIG,60,strong,2
ZBTB14,NEUTRAL,False,False,NEUTRAL,60,strong,2
SRI-AS1,DSG,True,False,DSG,60,strong,2
EEF1A1P17,DIG,True,True,DIG,60,strong,2
PARG,DIG,True,True,DIG,60,strong,2
CMTR2,NEUTRAL,False,False,NEUTRAL,60,strong,2
NPM1P35,DIG,True,True,DIG,60,strong,2
KRT18P12,DCG,True,True,DIG,60,strong,2
ALDH4A1,NEUTRAL,False,False,NEUTRAL,60,strong,2
HNRNPH3,DIG,True,True,DIG,60,strong,2
ERCC8-AS1,DIG,True,True,DIG,60,strong,2
FAM200B,NEUTRAL,False,False,NEUTRAL,60,strong,2
PEX26,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL21P131,DSG,False,False,NEUTRAL,60,strong,2
NAPG,NEUTRAL,False,False,NEUTRAL,60,strong,2
AGPAT5,NEUTRAL,False,False,NEUTRAL,60,strong,2
UBN2,DSG,False,False,NEUTRAL,60,strong,2
ZNF547,DSG,True,False,DSG,60,strong,2
CA7,NEUTRAL,False,False,NEUTRAL,60,strong,2
GRK6,DIG,True,True,DIG,60,strong,2
TFAMP1,DSG,True,False,DSG,60,strong,2
TBC1D9,NEUTRAL,False,False,NEUTRAL,60,strong,2
GFOD1,DSG,False,False,NEUTRAL,60,strong,2
S100A11,DCG,True,True,DIG,60,strong,2
NT5E,DIG,True,True,DIG,60,strong,2
FGD5-AS1,DIG,True,True,DIG,60,strong,2
CNBP,DSG,True,False,DSG,60,strong,2
CLCA1,NEUTRAL,False,False,NEUTRAL,60,strong,2
JAG1,DSG,True,False,DSG,60,strong,2
PGAM1P2,DIG,False,False,NEUTRAL,60,strong,2
GLIS2-AS1,DCG,False,True,DCG,60,strong,2
CEP44,NEUTRAL,False,False,NEUTRAL,60,strong,2
TRMT12,DCG,False,True,DCG,60,strong,2
NIT2,DIG,True,True,DIG,60,strong,2
ANXA10,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIATNB,NEUTRAL,False,False,NEUTRAL,60,strong,2
FXYD6-FXYD2,NEUTRAL,False,False,NEUTRAL,60,strong,2
AFP,DIG,True,True,DIG,60,strong,2
PSMD8,DSG,True,False,DSG,60,strong,2
CLMP,NEUTRAL,False,False,NEUTRAL,60,strong,2
SELE,DCG,False,False,NEUTRAL,60,strong,2
SLK,NEUTRAL,True,True,DIG,60,strong,2
SERPINA6,NEUTRAL,False,False,NEUTRAL,60,strong,2
FBXW11P1,DIG,True,True,DIG,60,strong,2
ERO1B,DCG,False,True,DCG,60,strong,2
CCL24,DSG,True,False,DSG,60,strong,2
ZNF90P1,DIG,True,True,DIG,60,strong,2
C3orf49,NEUTRAL,False,False,NEUTRAL,60,strong,2
HLX,DCG,False,True,DCG,60,strong,2
ENTPD3,NEUTRAL,False,False,NEUTRAL,60,strong,2
MIEF1,NEUTRAL,False,False,NEUTRAL,60,strong,2
SHISAL2A,NEUTRAL,False,False,NEUTRAL,60,strong,2
RPL31P2,DCG,False,False,NEUTRAL,60,strong,2
LHFPL4,DIG,True,True,DIG,60,strong,2
ZNF800,DIG,False,True,DCG,60,strong,2
UNC80,NEUTRAL,False,False,NEUTRAL,60,strong,2
HIVEP1,DSG,True,False,DSG,60,strong,2
ALMS1P1,DIG,True,True,DIG,60,strong,2
COL9A1,DIG,True,True,DIG,60,strong,2
DNASE2,DIG,True,True,DIG,60,strong,2
LHX6,NEUTRAL,False,False,NEUTRAL,60,strong,2
PPIH,DIG,True,True,DIG,60,strong,2
ARHGAP9,DIG,True,True,DIG,60,strong,2
TTC33,DCG,True,True,DIG,60,strong,2
ARPC3P3,NEUTRAL,False,False,NEUTRAL,60,strong,2
LIVAR,NEUTRAL,False,False,NEUTRAL,60,strong,2
CPSF4,DSG,True,False,DSG,60,strong,2
SCAMP3,DCG,False,True,DCG,60,strong,2
RPS4XP21,DSG,True,False,DSG,60,strong,2
TBC1D4,NEUTRAL,False,False,NEUTRAL,60,strong,2
KCNA7,DIG,False,False,NEUTRAL,60,strong,2
SCARNA16,DCG,False,True,DCG,60,strong,2
ARHGEF10L,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZHX3,DCG,False,True,DCG,60,strong,2
EEF1DP3,NEUTRAL,False,False,NEUTRAL,60,strong,2
CUL2,DSG,True,False,DSG,60,strong,2
RPS26P20,NEUTRAL,False,False,NEUTRAL,60,strong,2
TTC39C,DIG,True,True,DIG,60,strong,2
SNORD16,NEUTRAL,False,False,NEUTRAL,60,strong,2
WDR45B,DCG,False,True,DCG,60,strong,2
B3GALNT2,DCG,False,True,DCG,60,strong,2
LINC01976,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC22A5,DIG,True,False,DSG,60,strong,2
NECTIN3-AS1,DIG,True,True,DIG,60,strong,2
SHLD2P2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARHGEF33,DIG,True,True,DIG,60,strong,2
ZNF76,DIG,True,True,DIG,60,strong,2
CFAP161,NEUTRAL,False,False,NEUTRAL,60,strong,2
RBBP8NL,DCG,False,True,DCG,60,strong,2
TUBA1C,DIG,True,True,DIG,60,strong,2
MYBL2,DCG,False,True,DCG,60,strong,2
SIPA1L2,DCG,False,False,NEUTRAL,60,strong,2
ENDOU,DIG,True,True,DIG,60,strong,2
NRSN1,DSG,True,False,DSG,60,strong,2
ZNF343,DSG,True,False,DSG,60,strong,2
COL1A1,DSG,True,False,DSG,60,strong,2
COL7A1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LCE1C,DCG,False,True,DCG,60,strong,2
CNNM2,NEUTRAL,False,False,NEUTRAL,60,strong,2
ZC3H12A,NEUTRAL,False,False,NEUTRAL,60,strong,2
TIMM10B,NEUTRAL,False,False,NEUTRAL,60,strong,2
SMCO1,DCG,False,True,DCG,60,strong,2
FAM215A,NEUTRAL,False,False,NEUTRAL,60,strong,2
SHPRH,DIG,True,True,DIG,60,strong,2
NEGR1,NEUTRAL,False,False,NEUTRAL,60,strong,2
MICE,DSG,True,False,DSG,60,strong,2
SNORD57,DSG,True,False,DSG,60,strong,2
CUTC,NEUTRAL,False,False,NEUTRAL,60,strong,2
FLT1,NEUTRAL,False,False,NEUTRAL,60,strong,2
NEMF,DIG,True,True,DIG,60,strong,2
PVALEF,DCG,False,True,DCG,60,strong,2
CIAO2A,NEUTRAL,False,False,NEUTRAL,60,strong,2
FOSL2,DIG,True,True,DIG,60,strong,2
TTC3,DIG,True,True,DIG,60,strong,2
KRT75,DIG,True,True,DIG,60,strong,2
C15orf62,NEUTRAL,False,False,NEUTRAL,60,strong,2
SLC35B3,DSG,True,False,DSG,60,strong,2
RMDN2,DIG,True,True,DIG,60,strong,2
TRAM2,DSG,True,True,DIG,60,strong,2
SLC30A2,NEUTRAL,False,False,NEUTRAL,60,strong,2
VWA5B1,NEUTRAL,False,False,NEUTRAL,60,strong,2
RAB3GAP1,NEUTRAL,False,False,NEUTRAL,60,strong,2
CYTH4,NEUTRAL,False,False,NEUTRAL,60,strong,2
NEURL2,DCG,True,True,DIG,60,strong,2
IL15RA,DCG,False,True,DCG,60,strong,2
WDR45P1,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02274,NEUTRAL,False,False,NEUTRAL,60,strong,2
SUOX,DIG,False,False,NEUTRAL,60,strong,2
TMEM129,NEUTRAL,False,False,NEUTRAL,60,strong,2
RBM48,DSG,False,False,NEUTRAL,60,strong,2
RPL23AP1,DSG,True,False,DSG,60,strong,2
CDK14,DSG,True,False,DSG,60,strong,2
CLIP1-AS1,DIG,True,True,DIG,60,strong,2
HTR6,NEUTRAL,False,False,NEUTRAL,60,strong,2
RN7SL181P,NEUTRAL,False,False,NEUTRAL,60,strong,2
RN7SL674P,DIG,True,True,DIG,60,strong,2
ATOH7,DIG,True,True,DIG,60,strong,2
HOXC13,DIG,True,True,DIG,60,strong,2
TCEANC2,DIG,True,True,DIG,60,strong,2
SDHC,DCG,False,False,NEUTRAL,60,strong,2
TIFA,NEUTRAL,False,False,NEUTRAL,60,strong,2
WBP11,DIG,True,True,DIG,60,strong,2
GOLGA4,NEUTRAL,False,False,NEUTRAL,60,strong,2
SFPQ,NEUTRAL,False,False,NEUTRAL,60,strong,2
CCDC196,NEUTRAL,False,False,NEUTRAL,60,strong,2
LGR5,DSG,True,False,DSG,60,strong,2
SEC1P,DIG,True,True,DIG,60,strong,2
EIF2S2P4,NEUTRAL,False,False,NEUTRAL,60,strong,2
DLX6-AS1,DSG,True,False,DSG,60,strong,2
HPS4,NEUTRAL,False,False,NEUTRAL,60,strong,2
MTND4P23,NEUTRAL,False,False,NEUTRAL,60,strong,2
RNF19B,NEUTRAL,False,False,NEUTRAL,60,strong,2
NECAB2,NEUTRAL,False,False,NEUTRAL,60,strong,2
MFAP5,DSG,False,False,NEUTRAL,60,strong,2
C12orf60,DSG,True,False,DSG,60,strong,2
HEXIM1,NEUTRAL,False,False,NEUTRAL,60,strong,2
ARHGAP44,NEUTRAL,False,False,NEUTRAL,60,strong,2
HSPB3,DIG,True,True,DIG,60,strong,2
ZNF423,NEUTRAL,False,False,NEUTRAL,60,strong,2
LINC02351,DIG,True,True,DIG,60,strong,2
SAMD13,NEUTRAL,False,True,DCG,60,strong,2
PSMC2,DSG,True,True,DIG,60,strong,2
CT70,NEUTRAL,False,False,NEUTRAL,60,strong,2
FBXO38,DIG,True,True,DIG,60,strong,2
CFAP298-TCP10L,DIG,True,True,DIG,60,strong,2
CARS1-AS1,NEUTRAL,False,False,NEUTRAL,60,strong,2
