,sample_size,n_genes,cn_signal,replicate,tag,method,TP,FP,FN,TN,Precision,Recall,F1,Accuracy,AUC,MCC,n_pos,n_neg,FP_DSG,FP_NEUTRAL
10,10,5000,strong,14,S10_G5000_CNstrong_R14,PyDESeq2,851,248,647,2742,0.7743403093721565,0.568090787716956,0.6553715825953023,0.8005793226381461,0.7425738219521234,0.5320234765693388,1498,2990,164,84
11,10,5000,strong,14,S10_G5000_CNstrong_R14,DeConveil,896,174,602,2816,0.8373831775700935,0.5981308411214953,0.6978193146417445,0.8270944741532977,0.7699684305941925,0.5975256601027599,1498,2990,33,141
12,10,5000,strong,15,S10_G5000_CNstrong_R15,PyDESeq2,806,272,695,2715,0.7476808905380334,0.5369753497668222,0.6250484683986041,0.7845365418894831,0.7229570421415296,0.4924618331062717,1501,2987,197,75
13,10,5000,strong,15,S10_G5000_CNstrong_R15,DeConveil,870,154,631,2833,0.849609375,0.5796135909393737,0.689108910891089,0.8250891265597148,0.7640284225202392,0.5936763029255664,1501,2987,34,120
14,10,5000,strong,16,S10_G5000_CNstrong_R16,PyDESeq2,809,264,694,2721,0.7539608574091333,0.5382568196939455,0.6281055900621118,0.7865418894830659,0.7249073043193345,0.49772562309245516,1503,2985,196,68
15,10,5000,strong,16,S10_G5000_CNstrong_R16,DeConveil,866,159,637,2826,0.8448780487804878,0.5761809713905522,0.685126582278481,0.8226381461675579,0.7614573198661304,0.5878875733300716,1503,2985,22,137
16,10,5000,strong,17,S10_G5000_CNstrong_R17,PyDESeq2,850,270,655,2717,0.7589285714285714,0.5647840531561462,0.6476190476190476,0.7940783615316117,0.7371961779004701,0.5175719711437065,1505,2987,193,77
17,10,5000,strong,17,S10_G5000_CNstrong_R17,DeConveil,902,154,603,2833,0.8541666666666666,0.5993355481727575,0.7044123389301055,0.8314781834372217,0.773889401136931,0.6097229562933156,1505,2987,25,129
18,10,5000,strong,18,S10_G5000_CNstrong_R18,PyDESeq2,845,291,663,2692,0.7438380281690141,0.5603448275862069,0.6391830559757943,0.7875751503006012,0.731396014195383,0.5027797053471061,1508,2983,199,92
19,10,5000,strong,18,S10_G5000_CNstrong_R18,DeConveil,880,171,628,2812,0.8372978116079924,0.583554376657825,0.687768659632669,0.82208862168782,0.7631147679467469,0.5869781544198134,1508,2983,23,148
20,10,5000,strong,19,S10_G5000_CNstrong_R19,PyDESeq2,853,285,644,2710,0.7495606326889279,0.569806279225117,0.647438330170778,0.7931878895814782,0.737323840781173,0.5144320490555037,1497,2995,204,81
21,10,5000,strong,19,S10_G5000_CNstrong_R19,DeConveil,874,156,623,2839,0.8485436893203884,0.5838343353373413,0.6917293233082706,0.8265805877114871,0.7658737619925438,0.5962558400112224,1497,2995,26,130
22,10,5000,strong,2,S10_G5000_CNstrong_R2,PyDESeq2,802,266,699,2724,0.7509363295880149,0.5343104596935376,0.6243674581549241,0.7851258071698953,0.7226736244955981,0.49344146143526857,1501,2990,178,88
23,10,5000,strong,2,S10_G5000_CNstrong_R2,DeConveil,851,159,650,2831,0.8425742574257425,0.5669553630912725,0.6778176025487853,0.8198619461144512,0.7568890527830945,0.5804821034957311,1501,2990,21,138
24,10,5000,strong,20,S10_G5000_CNstrong_R20,PyDESeq2,840,286,662,2700,0.7460035523978685,0.559254327563249,0.639269406392694,0.7887700534759359,0.7317370097293807,0.5044721698087463,1502,2986,184,102
25,10,5000,strong,20,S10_G5000_CNstrong_R20,DeConveil,869,178,633,2808,0.8299904489016237,0.5785619174434088,0.6818360141231855,0.8192959001782532,0.7594751985073709,0.5790152995535462,1502,2986,24,154
26,10,5000,strong,3,S10_G5000_CNstrong_R3,PyDESeq2,841,265,660,2726,0.7603978300180831,0.5602931379080613,0.6451860375911009,0.7940783615316117,0.7358470035912758,0.51646140322761,1501,2991,177,88
27,10,5000,strong,3,S10_G5000_CNstrong_R3,DeConveil,888,161,613,2830,0.8465204957102002,0.5916055962691539,0.6964705882352941,0.827693677649154,0.7688887225745636,0.5995768839983064,1501,2991,23,138
28,10,5000,strong,4,S10_G5000_CNstrong_R4,PyDESeq2,845,260,655,2734,0.7647058823529411,0.5633333333333334,0.6487523992322457,0.7963951935914553,0.738246492985972,0.5218084603500015,1500,2994,185,75
29,10,5000,strong,4,S10_G5000_CNstrong_R4,DeConveil,882,164,618,2830,0.8432122370936902,0.588,0.6928515318146111,0.8259902091677792,0.7666118904475618,0.5950200041907557,1500,2994,23,141
30,10,5000,strong,5,S10_G5000_CNstrong_R5,PyDESeq2,845,279,659,2708,0.751779359430605,0.5618351063829787,0.6430745814307458,0.7911378312179915,0.734215176224633,0.5103661281345466,1504,2987,192,87
31,10,5000,strong,5,S10_G5000_CNstrong_R5,DeConveil,871,156,633,2831,0.8481012658227848,0.5791223404255319,0.6882655077044646,0.824315297261189,0.7634480131990398,0.5920962210723392,1504,2987,28,128
32,10,5000,strong,6,S10_G5000_CNstrong_R6,PyDESeq2,825,266,676,2721,0.7561869844179652,0.5496335776149234,0.6365740740740741,0.7901069518716578,0.7302905082584159,0.5065867689025144,1501,2987,178,88
33,10,5000,strong,6,S10_G5000_CNstrong_R6,DeConveil,874,153,627,2834,0.8510223953261928,0.5822784810126582,0.6914556962025317,0.8262032085561497,0.7655282595890208,0.5964343953559057,1501,2987,27,126
34,10,5000,strong,7,S10_G5000_CNstrong_R7,PyDESeq2,854,291,650,2692,0.7458515283842795,0.5678191489361702,0.6447716119290299,0.7902830398930243,0.7351331748703647,0.5092001023607191,1504,2983,203,88
35,10,5000,strong,7,S10_G5000_CNstrong_R7,DeConveil,889,164,615,2819,0.8442545109211775,0.5910904255319149,0.6953461087211577,0.826387341207934,0.7680561078380326,0.5971616602828733,1504,2983,28,136
36,10,5000,strong,8,S10_G5000_CNstrong_R8,PyDESeq2,840,264,663,2724,0.7608695652173914,0.5588822355289421,0.6444188722669736,0.7935871743486974,0.7352644109371619,0.5156605206726431,1503,2988,181,83
37,10,5000,strong,8,S10_G5000_CNstrong_R8,DeConveil,864,168,639,2820,0.8372093023255814,0.5748502994011976,0.6816568047337278,0.8203072812291249,0.759312699901402,0.5817125585379984,1503,2988,28,140
38,10,5000,strong,9,S10_G5000_CNstrong_R9,PyDESeq2,858,286,642,2702,0.75,0.572,0.649016641452345,0.7932263814616756,0.7381419009370818,0.5155319563861966,1500,2988,202,84
39,10,5000,strong,9,S10_G5000_CNstrong_R9,DeConveil,929,174,571,2814,0.8422484134179511,0.6193333333333333,0.7137917787168652,0.8340017825311943,0.7805502008032128,0.6147653946272122,1500,2988,26,148
40,10,5000,weak,1,S10_G5000_CNweak_R1,PyDESeq2,809,203,690,2789,0.799407114624506,0.5396931287525016,0.6443647949024293,0.8011578712981519,0.7359227675848069,0.5325544160500171,1499,2992,112,91
41,10,5000,weak,1,S10_G5000_CNweak_R1,DeConveil,883,166,616,2826,0.8417540514775977,0.5890593729152769,0.6930926216640503,0.8258739701625473,0.7667890447464086,0.5946842295918998,1499,2992,22,144
42,10,5000,weak,10,S10_G5000_CNweak_R10,PyDESeq2,775,175,729,2817,0.8157894736842105,0.5152925531914894,0.6316218418907905,0.798932384341637,0.7284016241893276,0.5279620761567043,1504,2992,95,80
43,10,5000,weak,10,S10_G5000_CNweak_R10,DeConveil,817,135,687,2857,0.8581932773109243,0.543218085106383,0.6653094462540716,0.8171708185053381,0.749048882125384,0.5752464858905281,1504,2992,19,116
44,10,5000,weak,11,S10_G5000_CNweak_R11,PyDESeq2,858,192,642,2799,0.8171428571428572,0.572,0.6729411764705883,0.8142952571810287,0.7539037111334002,0.5658689894826323,1500,2991,107,85
45,10,5000,weak,11,S10_G5000_CNweak_R11,DeConveil,894,160,606,2831,0.8481973434535104,0.596,0.7000783085356304,0.8294366510799377,0.7712530926111668,0.6037379260860549,1500,2991,22,138
46,10,5000,weak,12,S10_G5000_CNweak_R12,PyDESeq2,800,192,702,2794,0.8064516129032258,0.5326231691078562,0.6415396952686447,0.8008021390374331,0.7341615510643099,0.5325788331252088,1502,2986,100,92
47,10,5000,weak,12,S10_G5000_CNweak_R12,DeConveil,859,169,643,2817,0.835603112840467,0.5719041278295606,0.6790513833992095,0.8190730837789661,0.7576533365202726,0.5786434317528385,1502,2986,21,148
48,10,5000,weak,13,S10_G5000_CNweak_R13,PyDESeq2,781,208,719,2775,0.7896865520728008,0.5206666666666667,0.6275612695861792,0.7932188266785635,0.7254691026930383,0.5131327008685418,1500,2983,113,95
49,10,5000,weak,13,S10_G5000_CNweak_R13,DeConveil,850,169,650,2814,0.8341511285574092,0.5666666666666667,0.6748709805478365,0.8173098371626143,0.7550061459380936,0.5742180840298824,1500,2983,24,145
50,10,5000,weak,14,S10_G5000_CNweak_R14,PyDESeq2,831,185,667,2805,0.8179133858267716,0.554739652870494,0.6610978520286396,0.8101604278074866,0.7464333715857487,0.5553724128996714,1498,2990,106,79
51,10,5000,weak,14,S10_G5000_CNweak_R14,DeConveil,889,162,609,2828,0.845861084681256,0.5934579439252337,0.6975284425264809,0.8282085561497327,0.7696386709592724,0.6004993619303939,1498,2990,28,134
52,10,5000,weak,15,S10_G5000_CNweak_R15,PyDESeq2,787,200,714,2787,0.7973657548125633,0.5243171219187208,0.632636655948553,0.7963458110516934,0.7286801545315064,0.5209689001912761,1501,2987,129,71
53,10,5000,weak,15,S10_G5000_CNweak_R15,DeConveil,835,149,666,2838,0.8485772357723578,0.5562958027981346,0.6720321931589537,0.8184046345811051,0.753206488610316,0.5774749976205518,1501,2987,18,131
54,10,5000,weak,16,S10_G5000_CNweak_R16,PyDESeq2,796,197,707,2788,0.8016112789526687,0.5296074517631404,0.6378205128205128,0.7985739750445633,0.7318054009234463,0.5271169600816206,1503,2985,124,73
55,10,5000,weak,16,S10_G5000_CNweak_R16,DeConveil,865,168,638,2817,0.8373668925459826,0.5755156353958749,0.6821766561514195,0.8204099821746881,0.7596171141803494,0.582157886472634,1503,2985,29,139
56,10,5000,weak,17,S10_G5000_CNweak_R17,PyDESeq2,836,177,669,2810,0.8252714708785784,0.5554817275747508,0.6640190627482129,0.8116651825467498,0.7481124740987245,0.56044438097748,1505,2987,105,72
57,10,5000,weak,17,S10_G5000_CNweak_R17,DeConveil,897,145,608,2842,0.8608445297504799,0.5960132890365448,0.7043580683156655,0.8323686553873553,0.7737347998580782,0.61221288053903,1505,2987,21,124
58,10,5000,weak,18,S10_G5000_CNweak_R18,PyDESeq2,811,202,697,2781,0.8005923000987167,0.5377984084880637,0.6433954779849266,0.7998218659541305,0.7350406725645147,0.5311666540469976,1508,2983,110,92
59,10,5000,weak,18,S10_G5000_CNweak_R18,DeConveil,853,179,655,2804,0.8265503875968992,0.5656498673740054,0.6716535433070866,0.8142952571810287,0.7528215813571334,0.567618193147219,1508,2983,25,154
60,10,5000,weak,19,S10_G5000_CNweak_R19,PyDESeq2,831,200,666,2795,0.8060135790494666,0.5551102204408818,0.6574367088607594,0.807212822796082,0.7441661285843808,0.5473871450545097,1497,2995,125,75
