,sample_size,n_genes,cn_signal,replicate,tag,comparison,TP,FP,FN,TN,Precision,Recall,F1 score,Accuracy,AUC,MCC,n_pos,n_neg
73,20,5000,strong,6,S20_G5000_CNstrong_R6,DCG_vs_DIG,481,112,268,1385,0.8111298482293423,0.6421895861148198,0.7168405365126677,0.8308103294746215,0.7836866434248114,0.6068158555419249,749,1497
74,20,5000,strong,7,S20_G5000_CNstrong_R7,DCG_vs_DSG,471,38,279,710,0.925343811394892,0.628,0.7482128673550437,0.7883845126835781,0.7885989304812835,0.6093251535919139,750,748
75,20,5000,strong,7,S20_G5000_CNstrong_R7,DCG_vs_DIG,471,110,279,1386,0.810671256454389,0.628,0.7077385424492862,0.8268032056990204,0.7772352941176471,0.5971449410933358,750,1496
76,20,5000,strong,8,S20_G5000_CNstrong_R8,DCG_vs_DSG,472,32,277,716,0.9365079365079365,0.630173564753004,0.753391859537111,0.7935871743486974,0.7936964080449512,0.6214847065726976,749,748
77,20,5000,strong,8,S20_G5000_CNstrong_R8,DCG_vs_DIG,472,108,277,1388,0.8137931034482758,0.630173564753004,0.710308502633559,0.8285077951002228,0.77899052569201,0.6010423042108511,749,1496
78,20,5000,strong,9,S20_G5000_CNstrong_R9,DCG_vs_DSG,478,46,272,702,0.9122137404580153,0.6373333333333333,0.750392464678179,0.787716955941255,0.7879180035650624,0.6037193928356097,750,748
79,20,5000,strong,9,S20_G5000_CNstrong_R9,DCG_vs_DIG,478,146,272,1351,0.7660256410256411,0.6373333333333333,0.6957787481804949,0.8139741878059635,0.7699024716098865,0.5683643563866525,750,1497
80,20,5000,weak,1,S20_G5000_CNweak_R1,DCG_vs_DSG,366,49,384,699,0.8819277108433735,0.488,0.6283261802575107,0.7109479305740988,0.7112459893048129,0.47202132739055846,750,748
81,20,5000,weak,1,S20_G5000_CNweak_R1,DCG_vs_DIG,366,116,384,1380,0.7593360995850622,0.488,0.5941558441558441,0.7773820124666073,0.7052299465240641,0.4715137333849501,750,1496
82,20,5000,weak,10,S20_G5000_CNweak_R10,DCG_vs_DSG,391,37,358,711,0.9135514018691588,0.5220293724966623,0.6644010195412065,0.7361389445557782,0.7362820659274755,0.5229277943196766,749,748
83,20,5000,weak,10,S20_G5000_CNweak_R10,DCG_vs_DIG,391,137,358,1359,0.740530303030303,0.5220293724966623,0.6123727486296007,0.779510022271715,0.7152259161948552,0.47855202431550053,749,1496
84,20,5000,weak,11,S20_G5000_CNweak_R11,DCG_vs_DSG,358,46,393,703,0.8861386138613861,0.4766977363515313,0.6199134199134199,0.7073333333333334,0.7076412580289031,0.4680675837008756,751,749
85,20,5000,weak,11,S20_G5000_CNweak_R11,DCG_vs_DIG,358,117,393,1382,0.7536842105263157,0.4766977363515313,0.5840130505709625,0.7733333333333333,0.6993228508308691,0.4606402541591562,751,1499
86,20,5000,weak,12,S20_G5000_CNweak_R12,DCG_vs_DSG,345,40,405,708,0.8961038961038961,0.46,0.6079295154185022,0.7029372496662216,0.7032620320855615,0.4651464839187804,750,748
87,20,5000,weak,12,S20_G5000_CNweak_R12,DCG_vs_DIG,345,101,405,1396,0.773542600896861,0.46,0.5769230769230769,0.7748108589230085,0.6962658650634602,0.464079104680031,750,1497
88,20,5000,weak,13,S20_G5000_CNweak_R13,DCG_vs_DSG,357,40,393,708,0.8992443324937027,0.476,0.6224934612031386,0.7109479305740988,0.7112620320855615,0.47867854942730487,750,748
89,20,5000,weak,13,S20_G5000_CNweak_R13,DCG_vs_DIG,357,115,393,1381,0.7563559322033898,0.476,0.5842880523731587,0.773820124666073,0.6995641711229946,0.4620204403282062,750,1496
90,20,5000,weak,14,S20_G5000_CNweak_R14,DCG_vs_DSG,341,30,408,717,0.9191374663072777,0.4552736982643525,0.6089285714285714,0.7072192513368984,0.7075565278470357,0.48062281889579206,749,747
91,20,5000,weak,14,S20_G5000_CNweak_R14,DCG_vs_DIG,341,114,408,1380,0.7494505494505495,0.4552736982643525,0.5664451827242525,0.7672759696834597,0.6894842386904092,0.4444570903944153,749,1494
92,20,5000,weak,15,S20_G5000_CNweak_R15,DCG_vs_DSG,366,60,383,688,0.8591549295774648,0.4886515353805073,0.6229787234042553,0.7040748162992652,0.704218815818596,0.45260351458884196,749,748
93,20,5000,weak,15,S20_G5000_CNweak_R15,DCG_vs_DIG,366,132,383,1364,0.7349397590361446,0.4886515353805073,0.58700882117081,0.7706013363028953,0.7002081206314301,0.4544198210206249,749,1496
94,20,5000,weak,16,S20_G5000_CNweak_R16,DCG_vs_DSG,391,46,359,702,0.8947368421052632,0.5213333333333333,0.6588037068239259,0.7296395193591455,0.7299180035650623,0.505808351253125,750,748
95,20,5000,weak,16,S20_G5000_CNweak_R16,DCG_vs_DIG,391,113,359,1383,0.7757936507936508,0.5213333333333333,0.6236044657097288,0.7898486197684773,0.7228992869875223,0.503959643244269,750,1496
96,20,5000,weak,17,S20_G5000_CNweak_R17,DCG_vs_DSG,368,48,382,700,0.8846153846153846,0.49066666666666664,0.6312178387650086,0.7129506008010681,0.7132477718360071,0.47614105801337364,750,748
97,20,5000,weak,17,S20_G5000_CNweak_R17,DCG_vs_DIG,368,115,382,1381,0.7619047619047619,0.49066666666666664,0.5969180859691808,0.7787177203918076,0.7068975044563279,0.47498725312701134,750,1496
98,20,5000,weak,18,S20_G5000_CNweak_R18,DCG_vs_DSG,362,39,389,709,0.9027431421446384,0.48202396804260983,0.6284722222222222,0.71447631754503,0.7149424653047275,0.4855675241957049,751,748
