,p_naive,p_aware,sample_size,rep
438,0.9853792886328304,0.9853794377509849,10,0
439,0.02939554678441801,0.029395559653505373,10,0
440,0.005894092784024663,0.9999687305826896,10,0
441,0.11073737014248215,0.11073757592695535,10,0
442,0.1525642634081409,0.15256438194385627,10,0
443,0.6969378555009342,0.696944978103011,10,0
444,0.7553960623351674,0.7553970244006307,10,0
445,0.24532989826485174,0.2453303147668665,10,0
446,0.2115817737363147,0.21158263709448522,10,0
447,0.04015152749103771,0.04015161352006144,10,0
448,0.6091577119537357,0.6091580138516537,10,0
449,0.7193403527823059,0.7193404423765455,10,0
450,0.9821028768945386,0.9821028599705783,10,0
451,0.16868852620248553,0.16868887070305982,10,0
452,0.12388824587484473,0.12444615513907616,10,0
453,0.9276464358417439,0.9276958921331098,10,0
454,0.27254162100460955,0.2725420068069503,10,0
455,0.6216681293407622,0.6216682539829848,10,0
456,0.7029011776864136,0.7029036678401597,10,0
457,0.7599994637188747,0.7599995159657993,10,0
458,0.5168775955368101,0.5168813041849557,10,0
459,0.1593917952381756,0.15939227505375608,10,0
460,0.899204815734028,0.8992074707543403,10,0
