"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"VPS50",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VPS52",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VPS54",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"VPS72",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VRK2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"VRK3",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSIG10",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"VSIG10L",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSIG2",1,1,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSIR",1,1,2,2,1,0.5,1,2.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSNL1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSTM2A",1,1,3.5,2,0.5,1,1.5,0.5,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"VSTM2A-OT1",1,1,3.5,2,0.5,1,1.5,0.5,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"VSTM2L",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSTM4",1,1,2,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"VSTM5",1,1,2.5,2,1.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VSX1",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1
"VTA1",1,1,2,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1
"VTCN1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VTI1A",1,1,2,2,1,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"VTI1B",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VTN",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,1,1,1,1.5,1,1,1,0.5,1
"VWA2",1,1,2,2,1,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"VWA3A",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VWA5A",1,1,2.5,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VWA5B1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VWA8",1,1,1.5,1,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0,1,2,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1
"VWC2",1,1,3.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VWCE",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VWDE",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"VWF",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"WAKMAR2",1,1,2,2,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WAPL",1,1,2,2,1,0.5,1,2.5,1,1,1,1,1,1,0.5,0.5,1,1,0.5,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,0.5,0.5,1,1,1,1,1
"WARS2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WARS2-AS1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WASF1",1,1,2,2,1,1,0.5,1,0.5,0.5,1,0.5,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,0.5,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,2,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1
"WASF2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WASF3",1,1,3,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WASHC3",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"WASHC4",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"WASHC5",1,1,2.5,2,2,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2.5,1,2.5,2,1.5,1,1,2.5,1,1,1,1,1,1,1,1,1,1
"WASL",1,1,3.5,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WBP1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"WBP11",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1
"WBP1L",1,1,2,2,1,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,0.5,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"WBP1LP2",1,1,3.5,2,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WBP2",1,1,2,2,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WBP2NL",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1
"WBP4",1,1,1.5,1,1,0.5,0.5,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,1,0,1,2,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1
"WDCP",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDFY1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDFY2",1,1,1.5,1,1,0.5,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0,1,2,1,0.5,1.5,1,1,1,1,0.5,1,1,1,0.5,0.5,1,0.5,1,1
"WDFY3",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDFY3-AS2",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDFY4",1,1,2,2,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"WDPCP",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"WDR1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR11",1,1,2,2,0.5,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"WDR11-AS1",1,1,2,2,0.5,0.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"WDR12",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR17",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR18",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR19",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR24",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR26",1,1,2.5,2,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,0.5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR27",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR3",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR31",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1
"WDR33",1,1,1,2,1,1,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"WDR35",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR36",1,1,1,2,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1
"WDR37",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR4",0.5,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR41",1,1,2.5,2,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR43",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR45B",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR46",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR48",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR53",1,0.5,2,2,1,1,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,2,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,0.5
"WDR54",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"WDR55",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR59",1,1,2,2,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,0.5,1,0.5,0.5,1,1,1,0.5,0.5,0.5,1,1,0.5,1,0.5,1,1,0.5,0.5,1.5,1,1,1,0.5,1,0.5,0.5,1,1,1,1,1,1,1
"WDR62",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR7",1,1,2,2,0.5,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,0.5,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1
"WDR70",1,1,2.5,2,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR72",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR73",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR74",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR75",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR76",1,1,2,2,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR81",1,1,2,2,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,0.5
"WDR82",1,1,2,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR83",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR86",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR86-AS1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR88",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR89",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR90",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR91",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WDR92",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1
"WDSUB1",1,1,1,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1
"WDTC1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WEE1",1,1,2.5,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WEE2-AS1",1,1,3.5,2,1,1,1.5,0.5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFDC12",1,1,2,2,1,1,1,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFDC13",1,1,2,2,1,1,1,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFDC2",1,1,2,2,1,1,1,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFDC3",1,1,2,2,1,1,1,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFDC5",1,1,2,2,1,1,1,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFDC9",1,1,2,2,1,1,1,3.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFIKKN1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFIKKN2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WFS1",1,1,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WHAMM",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WHAMMP2",1,1,2,2,0.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WHRN",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1
"WIF1",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"WIPF1",1,1,2,2,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1
"WIPF2",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1
