,padjScreen,p_naive,p_aware
A1BG-AS1,0.3158983183423987,,
A2M,5.114196801706003e-05,3.009585663926453e-05,0.019293285709838705
A2M-AS1,2.045438311640496e-05,0.02399524162420141,1.203692790450626e-05
A2MP1,2.51981739182965e-07,1.4828538267501375e-07,0.000139859247357371
A4GALT,1.1891483459030768e-06,6.997860960137314e-07,8.516722606623227e-05
A4GNT,4.932714313338871e-06,1.4783761170241344e-05,2.902787447819239e-06
AAAS,2.3429637535967246e-07,1.3787795811009485e-07,1.0
AACS,9.134467289394644e-21,1.2508439896133003e-11,5.375421179059196e-21
AACSP1,8.52907676365148e-18,5.019162959440868e-18,1.7575698226229489e-10
AADAT,2.041014788790053e-06,8.281913454085383e-06,1.2010896503152476e-06
AAGAB,4.536507221329891e-54,4.8628878244242043e-45,2.669628805262026e-54
AAK1,1.1815535631337419e-20,5.678800055970747e-13,6.953167433021578e-21
AAMDC,0.000913612872008569,0.0005376398892311786,0.1440197566769387
AAMP,0.3315455831730689,,
AAR2,0.005538788311261421,0.029746816913590594,0.0032594478748911573
AARD,0.00024293703878820727,0.0001432075784219534,0.000285925574444002
AARS1,3.2426220037003135e-05,0.6735333471075396,1.9082075004648872e-05
AARS2,9.22656690802321e-09,5.429619658825395e-09,2.0482217643176224e-06
AARSD1,0.00011325460475434003,6.664769621861585e-05,0.0018285542843174366
AASDH,3.59303483258058e-21,1.8488383525088965e-16,2.114417286115328e-21
AASDHPPT,0.3274853076601727,,
AASS,5.774055004818014e-28,2.395978292796429e-20,3.397896842653036e-28
AATBC,4.9273641604423515e-05,2.8996390074909736e-05,0.581271036064948
AATF,1.0037055194571842e-28,5.906573132176948e-29,2.156858990069445e-16
AATK,2.4996903442988733e-10,1.4710095282112965e-10,7.695790504326131e-08
ABAT,5.152193109511121e-34,3.073799327553991e-30,3.031945605807116e-34
ABCA1,1.9875178709471233e-53,1.572610084916556e-47,1.1696079605706089e-53
ABCA10,7.543405230425084e-05,0.0017335644218481033,4.4391182269524725e-05
ABCA12,5.235134642444628e-27,3.0807547655128004e-27,2.5716127159935374e-24
ABCA13,7.554266525188179e-44,1.9123703270270562e-38,4.445509845867057e-44
ABCA17P,3.274271633372221e-25,1.926832570133184e-25,5.808737920873499e-18
ABCA2,0.1566371345988785,,
ABCA3,8.016431826007218e-10,4.717483357571817e-10,3.246352575085808e-05
ABCA4,2.8034258006523625e-88,8.396396121788033e-88,1.6497507676494594e-88
ABCA5,6.038091401062735e-06,0.002274683834298265,3.553276110151666e-06
ABCA6,1.421642300409097e-11,8.00049646094237e-10,8.366033714454232e-12
ABCA7,0.004933447899318186,0.03838956473905704,0.002903219146076504
ABCA8,6.466560458909969e-21,6.014388466430457e-20,3.805420167944466e-21
ABCA9,9.428511594516781e-13,1.0504902816488421e-11,5.548459401788441e-13
ABCB1,4.538890632136738e-17,2.7856067082342585e-11,2.6710313869916027e-17
ABCB10,1.221595179764162e-05,7.1888030177357836e-06,0.006711417395733035
ABCB4,1.9955351773837436e-26,1.1743259586161493e-26,3.253601608623324e-19
ABCB6,9.667649307978712e-37,5.689186374575076e-37,5.665967025326843e-31
ABCB8,4.2134672446429024e-11,0.0005964561377504193,2.4795273053768465e-11
ABCB9,7.414595397449256e-08,0.016059381447910706,4.363316641341317e-08
ABCC1,1.6603685466058188e-26,9.770882053331146e-27,5.484911666387587e-17
ABCC10,0.5470160611871027,,
ABCC11,0.5107680961404824,,
ABCC2,0.003011107348578019,0.0029282955517436087,0.003543933039808331
ABCC3,1.3788596173815632e-42,8.114267592624458e-43,2.9467037137826653e-37
ABCC4,0.47665232833684756,,
ABCC6,0.7654199007321845,,
ABCC6P1,0.0012974083782814369,0.0007634946027558731,0.044101783213730775
ABCC6P2,0.4271612682177248,,
ABCC8,2.0717726296792016e-14,2.5437219347712527e-13,1.2191899230623647e-14
ABCC9,0.4607326619447163,,
ABCD2,0.0007926125397141357,0.00046643401282020703,0.0060373307974139825
ABCD3,7.717319026982407e-29,2.9885654798531386e-27,4.541462444269909e-29
ABCD4,3.955369796947604e-08,0.1410995254979248,2.3276429707300722e-08
ABCE1,0.0013182754355952479,0.0007757743798108013,0.02060107232471839
ABCF1,1.9726177428875253e-13,6.251115204106612e-11,1.160839582360393e-13
ABCF2,2.8858308964929595e-08,0.15013511828242626,1.6982442466242256e-08
ABCG1,2.249045071620058e-34,1.3235106249361106e-34,7.107813228245857e-32
ABCG4,1.880891101548045e-06,1.2601385031674633e-05,1.1068605910389532e-06
ABCG5,6.1051181475351285e-12,3.022293278132823e-09,3.592719788818013e-12
ABCG8,6.3450108143144466e-09,5.1591914276625524e-08,3.7338910340425384e-09
ABHD1,0.00028672726819116765,0.0001687323169724473,0.022962350802981344
ABHD10,2.0672403954326086e-12,1.216522808803181e-12,5.7573591982755495e-09
ABHD11,7.518923579830586e-07,0.03456889095326208,4.4247113459670004e-07
ABHD11-AS1,1.5379947303119258e-35,9.050740655887831e-36,1.623020975074157e-26
ABHD12,0.1317948542853849,,
ABHD12B,0.0003957981422812234,0.05554453733929748,0.0002329179851704052
ABHD13,8.91832736017117e-06,0.00013151453160208234,5.2482278664795825e-06
ABHD14A,1.8189764442481046e-20,1.0704252577458228e-20,6.976422085631156e-05
ABHD14B,1.1578219886646905e-20,6.81351264640751e-21,0.30349248809929175
ABHD15,0.00023199631380522052,0.00013652442547362731,0.1369142457506281
ABHD17A,3.415159930257979e-14,2.0097420503434386e-14,4.4355810800951936e-09
ABHD17C,2.24001827544482e-110,4.874676422938964e-102,1.3181985656991411e-110
ABHD3,2.7721308304310426e-13,1.2798876416523022e-12,1.6313344068047477e-13
ABHD5,7.612916508223292e-55,4.480023994417836e-55,0.0001766653048738013
ABHD6,7.911567739685005e-08,0.1528275009502162,4.655773285962762e-08
ABHD8,6.070284914220978e-05,0.01760803320754395,3.572221242579921e-05
ABI2,6.90675153093841e-38,1.3014440884312796e-22,4.064462357975809e-38
ABI3,1.854235873547986e-24,1.0911746103917265e-24,3.2734336671691495e-20
