"","TCGA.CZ.5467..01A","TCGA.CJ.5677..01A","TCGA.B0.5697..01A","TCGA.CZ.5457..01A","TCGA.B0.5709..01A","TCGA.CJ.5679..01A","TCGA.CW.5587..01A","TCGA.CW.5580..01A","TCGA.B0.5691..01A","TCGA.CZ.4864..01A","TCGA.B0.5703..01A","TCGA.B0.4700..01A","TCGA.B0.5696..01A","TCGA.CW.5585..01A","TCGA.CZ.5461..01A","TCGA.CZ.5466..01A","TCGA.CZ.5453..01A","TCGA.CZ.5468..01A","TCGA.CZ.5986..01A","TCGA.CZ.5982..01A","TCGA.B2.5641..01A","TCGA.B8.5549..01A","TCGA.B8.4622..01A","TCGA.CZ.5452..01A","TCGA.CJ.5672..01A","TCGA.CW.5591..01A","TCGA.CZ.5988..01A","TCGA.CJ.6030..01A","TCGA.CW.5584..01A","TCGA.CZ.5984..01A","TCGA.CZ.5989..01A","TCGA.CZ.4865..01A","TCGA.CZ.5985..01A","TCGA.CZ.5469..01A","TCGA.B0.5694..01A","TCGA.B0.4712..01A","TCGA.CJ.5689..01A","TCGA.A3.3358..01A","TCGA.B0.5690..01A","TCGA.CZ.5465..01A","TCGA.B0.5712..01A","TCGA.CZ.5454..01A","TCGA.CZ.5463..01A","TCGA.B0.5699..01A","TCGA.B8.5552..01A","TCGA.B0.5402..01A","TCGA.CJ.5681..01A","TCGA.CJ.5676..01A","TCGA.B0.5706..01A","TCGA.CW.6090..01A","TCGA.CW.5589..01A","TCGA.CZ.5455..01A","TCGA.CJ.5680..01A","TCGA.B0.5705..01A","TCGA.CW.6088..01A","TCGA.CZ.5470..01A","TCGA.CZ.5462..01A","TCGA.CZ.5458..01A","TCGA.CJ.6033..01A","TCGA.CJ.5678..01A","TCGA.A3.3387..01A","TCGA.B0.5711..01A","TCGA.B0.5701..01A","TCGA.CZ.5451..01A","TCGA.CZ.5456..01A","TCGA.B8.4620..01A","TCGA.CW.5581..01A","TCGA.B8.4619..01A","TCGA.CZ.4863..01A","TCGA.CZ.5987..01A"
"RIPPLY3",1,1,0.5,1,1,2,1,1,1,1,1,1,1,1,3,0.5,1,2.5,1,1,1,2,1,1,1,1.5,1,1,1,1.5,1,2,1,3.5,1,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,0.5,1,1
"RIT1",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1.5,1,1,1,1.5,1,1,1.5,2.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"RITA1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"RLF",1,1,1,1,0.5,1,1,1,1,0.5,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"RMC1",1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1.5,1,2,0.5,2.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RMDN1",1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,2.5,2.5,0.5,2.5,0.5,1,1,1.5,1,1,0.5,2,0.5,0.5,1,1.5,1,2,1,3,1,1.5,0.5,1,1,3.5,1,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,1.5,1.5,1,1,1,1,1,1,1,2.5,1.5,1,1,1,1
"RMDN2",1,0.5,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RMDN3",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,0.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"RMI1",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
"RMI2",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"RMND1",1,1,1,1.5,1,1,1,1,1,0.5,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"RMND5A",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RMND5B",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,3.5,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"RMST",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"RN7SKP23",1.5,1,1.5,2,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1.5,1,1,1,2.5,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"RN7SL1",0.5,0.5,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"RN7SL138P",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RN7SL268P",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"RN7SL689P",1.5,1,1.5,2,1,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,2,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"RN7SL832P",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNA5SP111",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNA5SP154",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,0.5,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNASE1",1,1,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,1.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"RNASE2",1,1,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,1.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"RNASE6",1,1,0.5,1.5,0.5,1,0.5,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,0.5,2,1,0.5,0.5,1,1,0.5,0.5,1,0.5,2,0.5,1.5,1,1,0.5,1,1,2.5,0.5,1,0.5,1,1,2,1,0.5,1,1,1,0.5,0.5,1,1,0.5,0.5,1,0.5,1.5,0.5,0.5,0.5,1,1,1.5,1,0.5,0.5,0.5
"RNASEH1",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNASEH1-AS1",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNASEK",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNASEL",1,1,1,1,1,2,1.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1,1,2.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,1.5,1,0.5,1,1
"RNASET2",1,1,1,1.5,1,1,1,1,1,0.5,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"RND1",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"RND2",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RND3",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNF10",1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,3.5,1.5,1,2,1,1,1,2,1.5,1,1,1.5,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1.5,1,1,1,1.5
"RNF103",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNF11",1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,3,1,1,1,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1.5,1.5,1,0.5,1,1
"RNF111",1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1,1,2,1,1.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"RNF112",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF114",1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,3,1,1,2.5,1,1,1,2,1.5,1,1,2,1,1,1,2,1,2,1,3,1,2,1,1.5,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1
"RNF121",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"RNF122",1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,2.5,0.5,0.5,1,0.5,1,1,1.5,1,1,0.5,2,0.5,0.5,1,1.5,1,1.5,1,3,1,0.5,0.5,1,1,1.5,0.5,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,0.5,0.5,1,0.5,1,1,1,1,1,2.5,1.5,1,1,1,1
"RNF123",0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,0.5,1,0.5,0.5,1.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.5,0.5,2,0.5,1,0.5,0.5,0.5,1.5,1,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0.5,1,1,0.5
"RNF125",1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1.5,1,2,0.5,2.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNF126",1,1,1,2,1,1.5,1,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,3.5,1,1.5,1,1,1,3,1,1,1,1,1,2,0.5,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1.5,1,1,1,1
"RNF126P1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF13",1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,2.5,0.5,1,1,2,1,0.5,1,1.5,1,1,1,2,1,2,1,3.5,1,2,0.5,1,1.5,3.5,1,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1.5,1,1,0.5,2,2,1,1,1,0.5
"RNF130",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,3.5,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"RNF135",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF138",1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1.5,1,2,0.5,2.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNF139",1,1,1,1,1,1.5,1,1,1,1,1.5,1,0.5,1,2.5,2.5,1,2.5,0.5,1,1,1.5,1,1,1,2,0.5,0.5,1,1.5,1,2,1,3,1,1.5,0.5,1,1,3.5,1,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,1.5,1.5,1,1,1,1,1,1.5,1,2.5,1.5,1,1,1,1
"RNF139-AS1",1,1,1,1,1,1.5,1,1,1,1,1.5,1,0.5,1,2.5,2.5,1,2.5,0.5,1,1,1.5,1,1,1,2,0.5,0.5,1,1.5,1,2,1,3,1,1.5,0.5,1,1,3.5,1,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,1.5,1.5,1,1,1,1,1,1.5,1,2.5,1.5,1,1,1,1
"RNF14",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,3.5,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"RNF141",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"RNF144A",1,1.5,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,2,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNF144B",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"RNF145",1.5,1,1.5,2,1.5,2.5,1.5,1,1.5,1.5,1,1,2,1.5,3,1.5,1,2,1.5,1,1.5,2,1,1,1.5,2.5,1,1,1,3.5,1.5,2,1.5,3.5,1.5,2,1,1.5,1,3,1.5,1.5,1.5,1,1.5,3,1,1.5,1,2,1.5,1.5,1,1.5,1,1.5,2,1.5,1.5,1.5,2,1.5,1.5,1.5,2.5,2,1.5,1,1,1
"RNF146",1,1,1,1.5,1,1,1,1,1,1,1,1,1,0.5,2.5,1,1,1.5,1,0.5,0.5,2,1,0.5,1,1,1,1,0.5,1,1,2,0.5,2.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"RNF148",1,1.5,1,2,1,3,1,1,1,1,1.5,1,1,1,3,1.5,1,3,1,1,1,2,1.5,1,1.5,1.5,2,1,1,2,1,2,1,2.5,1.5,2,1,1.5,1,3,1,1.5,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1,2.5,2,1,1.5,1,1
"RNF149",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNF150",1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF152",1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1.5,1,2,0.5,2.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNF157",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,2.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF157-AS1",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1.5,1,2.5,1,1,2.5,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF165",1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,2.5,1,1,1,1,1,0.5,1.5,1,1,1,1,0.5,1,1,1.5,1,2,0.5,2.5,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNF166",1.5,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1,2.5,1,1,1.5,1,1,1,2,1,1,1.5,1.5,1,1,1,2,1,2,1,3.5,1,2,1,1.5,1,3,1,1,1,1,1,1,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.5,2,1.5,1,1,1
"RNF167",1,0.5,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.5,1,2,1,3,1,1,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1
"RNF168",1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,2.5,0.5,1,1,2,1,0.5,1,1.5,1,1,1,2,1,2,1,3.5,1,2,0.5,1,1.5,3.5,1,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,2,2,1,1,1,0.5
"RNF169",1,1,1,1.5,1,1.5,1,1,1,1,1,1,1,1,2.5,1,1,2,1,1,0.5,2,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1.5,1,1,1,2.5,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,2,1,1,1,1
"RNF170",1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,2.5,0.5,0.5,1,0.5,1,1,1.5,1,1,0.5,2,0.5,0.5,1,1.5,1,1.5,1,3,1,0.5,0.5,1,1,3.5,0.5,1,0.5,1,1,2,1,1,1,1.5,1,1,1,1,0.5,1.5,0.5,1,0.5,1,1,1,1,1,2.5,1.5,1,1,1,1
"RNF175",1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,2,1,1,1.5,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,1,2,1,1,1,1,1,2,1,1,1,0.5,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1.5,1.5,1,1,1,1
"RNF180",1,1,1,2,1,2.5,1.5,1,1,1.5,1,1,1.5,1,3,1.5,1,2,1.5,1,1,2,1,1,1,1.5,1,1,1,2,1,2,1,2,1,2,1,1,1,3,1.5,1,1.5,1,1,2,1,1.5,1,2,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,2,1,1,1,1
"RNF181",1,1,1,2,1,1.5,1.5,1,1,1,1,1,1,1,3,1,1,1.5,1,1,1,2,1,1,1.5,2,1,1,1,1.5,1,2,1,3,1,1.5,1,1,1,3,1,1,1,1,1,2,1,1.5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1
"RNF182",1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,2.5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2.5,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5
"RNF183",1,0.5,1,2,1,1,1,0.5,1,1,1,1,0.5,1,1.5,0.5,1,2,1,1,0.5,1,0.5,0.5,1,1,1,0.5,1,1,1,2,0.5,2,0.5,1,1,1,1,2.5,1,1,1,1,1,1,1,1,1,1.5,1,1,0.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5
